p_adj,unit,product,geo\time	2020 	2019 	2018 	2017 	2016 	2015 
NI,I15,203200,AT	: 	94.20 	86.60 	82.30 	91.70 	100.00 
NI,I15,203200,BE	: 	91.21 	89.82 	86.73 	90.39 	100.00 
NI,I15,203200,BG	: 	95.60 	95.90 	79.50 	87.90 	100.00 
NI,I15,203200,CY	: 	92.42 	93.76 	108.29 	104.27 	100.00 
NI,I15,203200,CZ	: 	86.50 	82.50 	80.00 	88.90 	100.00 
NI,I15,203200,DK	: 	93.57 	93.27 	88.72 	89.30 	100.00 
NI,I15,203200,EE	: 	84.11 	80.05 	82.33 	94.98 	100.00 
NI,I15,203200,EL	: 	101.65 	100.29 	99.16 	100.53 	100.00 
NI,I15,203200,ES	: 	90.50 	87.20 	87.20 	94.00 	100.00 
NI,I15,203200,EU27_2020	: 	95.11 p	91.43 	89.80 	93.13 	100.00 
NI,I15,203200,EU28	: 	96.12 p	92.65 	90.01 	92.55 	100.00 
NI,I15,203200,FI	: 	90.22 	88.58 	87.00 	86.23 	100.00 
NI,I15,203200,FR	: 	94.43 	90.63 	86.84 	93.06 	100.00 
NI,I15,203200,HR	: 	: c	: c	: c	: c	: c
NI,I15,203200,HU	: 	94.10 	88.60 	84.30 	91.70 	100.00 
NI,I15,203200,IE	: 	91.24 	86.66 	82.21 	87.62 	100.00 
NI,I15,203200,IT	: 	92.80 	91.70 	90.20 	94.50 	100.00 
NI,I15,203200,LT	: 	101.47 	90.83 	86.80 	90.77 	100.00 
NI,I15,203200,LU	: 	91.89 	87.37 	80.55 	88.30 	100.00 
NI,I15,203200,MT	: 	101.95 	97.87 	96.44 	94.24 	100.00 
NI,I15,203200,NL	: 	90.90 	88.50 	88.40 	96.10 	100.00 
NI,I15,203200,PL	: 	101.33 p	97.52 	97.39 	99.71 	100.00 
NI,I15,203200,PT	: 	113.66 	106.88 	103.12 	99.22 	100.00 
NI,I15,203200,RO	: 	114.38 	104.92 	116.21 	91.15 	100.00 
NI,I15,203200,SE	: 	102.70 	97.90 	88.40 	87.30 	100.00 
NI,I15,203200,SI	: 	92.28 	87.19 	83.17 	93.03 	100.00 
NI,I15,203200,SK	: 	92.80 	86.98 	86.91 	94.17 	100.00 
NI,I15,203200,UK	: 	103.79 	101.98 	91.66 	88.11 	100.00 
NI,I15,203210,AT	: 	87.90 	81.60 	75.80 	85.20 	100.00 
NI,I15,203210,BE	: 	88.29 	87.69 	84.98 	87.99 	100.00 
NI,I15,203210,BG	: 	95.60 	95.90 	79.50 	87.90 	100.00 
NI,I15,203210,CY	: 	93.00 	94.76 	120.39 	114.78 	100.00 
NI,I15,203210,CZ	: 	86.50 	82.40 	79.70 	88.80 	100.00 
NI,I15,203210,DK	: 	85.32 	82.24 	80.88 	83.20 	100.00 
NI,I15,203210,EL	: 	103.47 	100.65 	99.85 	100.74 	100.00 
NI,I15,203210,ES	: 	88.10 	85.30 	86.20 	92.40 	100.00 
NI,I15,203210,EU27_2020	: 	91.61 p	88.72 	85.26 	91.40 	100.00 
NI,I15,203210,EU28	: 	92.27 p	90.40 	85.76 	90.65 	100.00 
NI,I15,203210,FR	: 	89.78 	87.53 	81.89 	90.11 	100.00 
NI,I15,203210,HU	: 	90.00 	86.80 	80.20 	86.30 	100.00 
NI,I15,203210,IT	: 	87.80 	87.60 	84.80 	89.30 	100.00 
NI,I15,203210,LT	: 	111.75 	93.77 	93.77 	93.77 	100.00 
NI,I15,203210,LU	: 	85.65 	83.81 	76.91 	79.53 	100.00 
NI,I15,203210,NL	: 	84.30 	82.40 	78.10 	92.00 	100.00 
NI,I15,203210,PL	: 	98.70 p	91.38 	90.65 	98.60 	100.00 
NI,I15,203210,PT	: 	115.63 	112.29 	109.79 	102.12 	100.00 
NI,I15,203210,RO	: 	120.30 	108.43 	86.26 	95.19 	100.00 
NI,I15,203210,SE	: 	97.40 	91.40 	79.60 	90.70 	100.00 
NI,I15,203210,UK	: 	96.44 	100.91 	88.84 	85.99 	100.00 
NI,I15,203220,AT	: 	96.70 	89.40 	85.80 	91.70 	100.00 
NI,I15,203220,BE	: 	100.88 	99.12 	96.05 	92.98 	100.00 
NI,I15,203220,DK	: 	104.64 	99.05 	97.97 	101.02 	100.00 
NI,I15,203220,EU27_2020	: 	100.33 p	95.42 	94.09 	95.26 	100.00 
NI,I15,203220,EU28	: 	103.31 p	99.08 	93.82 	92.03 	100.00 
NI,I15,203220,FR	: 	97.07 	93.12 	89.60 	95.58 	100.00 
NI,I15,203220,HU	: 	102.30 	98.10 	95.50 	97.10 	100.00 
NI,I15,203220,IE	: 	93.76 	88.58 	87.73 	94.67 	100.00 
NI,I15,203220,LT	: 	76.30 	76.30 	73.11 	69.91 	100.00 
NI,I15,203220,LU	: 	103.46 	97.59 	88.63 	99.28 	100.00 
NI,I15,203220,NL	: 	98.10 	89.20 	85.40 	90.50 	100.00 
NI,I15,203220,PL	: 	103.20 p	96.90 	96.47 	98.95 	100.00 
NI,I15,203220,PT	: 	109.71 	103.37 	101.28 	100.00 	100.00 
NI,I15,203220,RO	: 	114.38 	104.92 	116.00 	91.18 	100.00 
NI,I15,203220,SE	: 	112.00 	102.50 	97.00 	98.60 	100.00 
NI,I15,203220,SI	: 	96.15 	90.63 	84.61 	95.59 	100.00 
NI,I15,203220,UK	: 	106.29 	102.73 	93.55 	88.80 	100.00 
NI,I15,203230,AT	: 	94.60 	86.80 	82.70 	92.30 	100.00 
NI,I15,203230,BE	: 	89.67 	88.28 	85.16 	90.10 	100.00 
NI,I15,203230,CY	: 	91.55 	92.26 	90.12 	88.48 	100.00 
NI,I15,203230,CZ	: 	89.30 	84.50 	88.30 	93.50 	100.00 
NI,I15,203230,DK	: 	94.09 	94.41 	89.28 	89.51 	100.00 
NI,I15,203230,EE	: 	84.11 	80.05 	82.33 	94.98 	100.00 
NI,I15,203230,EL	: 	100.61 	100.09 	98.77 	100.40 	100.00 
NI,I15,203230,ES	: 	91.50 	87.90 	87.50 	94.70 	100.00 
NI,I15,203230,EU27_2020	: 	95.34 p	91.60 	90.32 	93.30 	100.00 
NI,I15,203230,EU28	: 	95.63 p	91.91 	90.28 	93.13 	100.00 
NI,I15,203230,FI	: 	90.22 	88.58 	87.00 	86.23 	100.00 
NI,I15,203230,FR	: 	95.13 	90.82 	87.58 	93.20 	100.00 
NI,I15,203230,HR	: 	: c	: c	: c	: c	: c
NI,I15,203230,HU	: 	94.90 	88.80 	85.10 	92.90 	100.00 
NI,I15,203230,IE	: 	91.18 	86.61 	82.07 	87.44 	100.00 
NI,I15,203230,IT	: 	96.20 	94.60 	93.90 	98.10 	100.00 
NI,I15,203230,LT	: 	88.26 	87.32 	77.72 	87.41 	100.00 
NI,I15,203230,LU	: 	89.60 	82.14 	77.77 	90.83 	100.00 
NI,I15,203230,MT	: 	101.95 	97.87 	96.44 	94.24 	100.00 
NI,I15,203230,NL	: 	91.10 	88.70 	88.90 	96.30 	100.00 
NI,I15,203230,PL	: 	101.22 p	97.56 	97.45 	99.75 	100.00 
NI,I15,203230,PT	: 	113.28 	105.55 	101.37 	98.40 	100.00 
NI,I15,203230,RO	: 	113.17 	104.21 	122.40 	90.32 	100.00 
NI,I15,203230,SE	: 	102.40 	97.90 	88.30 	86.70 	100.00 
NI,I15,203230,SI	: 	92.13 	87.05 	83.12 	92.93 	100.00 
NI,I15,203230,SK	: 	92.80 	86.98 	86.91 	94.17 	100.00 
NI,I15,203230,UK	: 	104.00 	100.83 	88.96 	88.29 	100.00 
NI,I15,203900,AT	: 	101.40 	102.60 	101.80 	99.70 	100.00 
NI,I15,203900,BE	: 	101.82 	101.36 	100.00 	100.00 	100.00 
NI,I15,203900,CY	: 	108.37 	108.37 	107.42 	102.60 	100.00 
NI,I15,203900,CZ	: 	84.10 	91.20 	92.00 	92.30 	100.00 
NI,I15,203900,DK	: 	105.93 	101.83 	97.75 	97.44 	100.00 
NI,I15,203900,EE	: 	99.57 	97.70 	104.20 	101.43 	100.00 
NI,I15,203900,ES	: 	149.20 	124.00 	99.40 	96.50 	100.00 
NI,I15,203900,EU27_2020	: 	106.21 p	102.53 	98.08 	98.58 	100.00 
NI,I15,203900,EU28	: 	106.91 p	102.61 	98.32 	98.71 	100.00 
NI,I15,203900,FI	: 	96.10 	96.03 	96.03 	95.99 	100.00 
NI,I15,203900,FR	: 	104.05 	101.91 	99.73 	100.00 	100.00 
NI,I15,203900,IE	: 	105.24 	102.86 	102.62 	100.00 	100.00 
NI,I15,203900,IT	: 	96.10 	96.90 	95.60 	97.80 	100.00 
NI,I15,203900,LU	: 	96.64 	109.51 	103.89 	100.13 	100.00 
NI,I15,203900,LV	: 	96.16 	92.41 	89.06 	93.79 	100.00 
NI,I15,203900,NL	: 	99.80 	98.50 	95.40 	95.90 	100.00 
NI,I15,203900,PL	: 	103.40 p	101.90 	101.24 	100.60 	100.00 
NI,I15,203900,SK	: 	103.40 	103.28 	103.96 	99.74 	100.00 
NI,I15,203900,UK	: 	118.21 	103.96 	102.20 	100.93 	100.00 
NI,I15,204000,AT	91.50 f	93.70 	93.20 	93.00 	96.60 	100.00 
NI,I15,204000,BE	103.80 f	105.00 	103.92 	101.99 	101.99 	100.00 
NI,I15,204000,BG	95.70 f	96.80 	99.00 	104.20 	100.40 	100.00 
NI,I15,204000,CY	115.76 f	115.67 	116.25 	117.20 	117.38 	100.00 
NI,I15,204000,CZ	108.30 f	106.80 	104.10 	104.10 	102.90 	100.00 
NI,I15,204000,DE	103.30 f	102.70 	102.70 	102.90 	100.70 	100.00 
NI,I15,204000,DK	93.67 f	96.78 	99.54 	100.43 	99.05 	100.00 
NI,I15,204000,EE	106.78 f	104.62 	103.97 	101.50 	100.37 	100.00 
NI,I15,204000,EL	100.75 f	100.97 	101.03 	100.81 	100.47 	100.00 
NI,I15,204000,ES	102.50 f	102.10 	102.20 	100.90 	100.30 	100.00 
NI,I15,204000,EU27_2020	101.44 f	101.83 p	102.45 	101.73 	101.14 	100.00 
NI,I15,204000,EU28	: 	103.38 p	102.75 	101.90 	101.01 	100.00 
NI,I15,204000,FI	97.00 f	96.04 	97.58 	99.81 	99.31 	100.00 
NI,I15,204000,FR	93.08 f	95.51 	99.05 	98.61 	99.37 	100.00 
NI,I15,204000,HR	105.97 f	101.85 	101.68 	99.84 	99.55 	100.00 
NI,I15,204000,HU	107.80 f	106.40 	103.40 	102.10 	101.20 	100.00 
NI,I15,204000,IE	104.07 f	103.83 	103.93 	103.09 	102.28 	100.00 
NI,I15,204000,IT	109.80 f	109.60 	106.80 	104.00 	102.40 	100.00 
NI,I15,204000,LT	102.08 f	103.36 	107.13 	112.77 	106.08 	100.00 
NI,I15,204000,LU	92.03 f	92.94 	93.72 	95.40 	96.83 	100.00 
NI,I15,204000,LV	124.77 f	116.60 	118.22 	104.18 	103.65 	100.00 
NI,I15,204000,MT	118.92 f	117.15 	116.75 	113.95 	110.20 	100.00 
NI,I15,204000,NL	100.60 f	105.40 	99.60 	101.40 	102.30 	100.00 
NI,I15,204000,PL	108.72 f	106.58 p	104.57 	103.14 	101.22 	100.00 
NI,I15,204000,PT	115.66 f	112.43 	108.39 	104.96 	100.73 	100.00 
NI,I15,204000,RO	125.18 f	114.64 	126.04 	117.34 	123.26 	100.00 
NI,I15,204000,SE	106.90 f	109.00 	105.20 	104.90 	101.20 	100.00 
NI,I15,204000,SI	111.03 f	106.65 	101.04 	99.74 	101.12 	100.00 
NI,I15,204000,SK	94.90 f	97.20 	97.40 	95.51 	97.34 	100.00 
NI,I15,204000,UK	146.34 f	115.56 	105.18 	103.22 	99.96 	100.00 
NI,I15,204100,AT	: 	93.10 	90.10 	92.30 	98.60 	100.00 
NI,I15,204100,BG	: 	100.90 	102.10 	104.10 	100.90 	100.00 
NI,I15,204100,CY	: 	146.58 	147.13 	150.65 	153.47 	100.00 
NI,I15,204100,CZ	: 	111.10 	105.10 	104.40 	100.00 	100.00 
NI,I15,204100,DE	: 	100.10 	100.10 	100.70 	99.70 	100.00 
NI,I15,204100,DK	: 	95.78 	97.27 	97.64 	95.18 	100.00 
NI,I15,204100,EE	: 	98.57 	98.58 	97.08 	97.04 	100.00 
NI,I15,204100,EL	: 	101.54 	101.47 	100.70 	100.86 	100.00 
NI,I15,204100,ES	: 	104.30 	104.50 	103.10 	102.50 	100.00 
NI,I15,204100,EU27_2020	: 	100.25 p	101.14 	101.81 	101.34 	100.00 
NI,I15,204100,EU28	: 	103.51 p	100.97 	101.55 	101.21 	100.00 
NI,I15,204100,FI	: 	97.70 	99.32 	101.94 	101.52 	100.00 
NI,I15,204100,FR	: 	95.02 	98.52 	98.43 	98.94 	100.00 
NI,I15,204100,HR	: 	102.16 	102.37 	100.30 	100.28 	100.00 
NI,I15,204100,HU	: 	101.80 	102.20 	100.30 	101.80 	100.00 
NI,I15,204100,IE	: 	105.22 	105.61 	104.96 	101.61 	100.00 
NI,I15,204100,IT	: 	107.20 	105.60 	103.70 	102.00 	100.00 
NI,I15,204100,LT	: 	96.62 	99.03 	105.94 	94.90 	100.00 
NI,I15,204100,LU	: 	99.15 	99.45 	98.94 	100.01 	100.00 
NI,I15,204100,MT	: 	119.41 	119.42 	116.38 	112.14 	100.00 
NI,I15,204100,NL	: 	106.90 	102.80 	103.30 	105.40 	100.00 
NI,I15,204100,PL	: 	105.84 p	104.14 	103.05 	101.31 	100.00 
NI,I15,204100,PT	: 	125.76 	116.11 	109.34 	104.71 	100.00 
NI,I15,204100,RO	: 	91.71 	108.63 	142.80 	144.33 	100.00 
NI,I15,204100,SE	: 	108.90 	105.90 	102.90 	100.60 	100.00 
NI,I15,204100,SI	: 	106.43 	101.90 	100.27 	102.12 	100.00 
NI,I15,204100,SK	: 	98.70 	99.55 	102.12 	100.75 	100.00 
NI,I15,204100,UK	: 	124.59 	99.90 	99.90 	100.33 	100.00 
NI,I15,204200,AT	: 	90.70 	91.00 	90.10 	97.50 	100.00 
NI,I15,204200,BG	: 	99.00 	95.50 	105.00 	101.20 	100.00 
NI,I15,204200,CY	: 	83.82 	87.36 	87.45 	103.67 	100.00 
NI,I15,204200,CZ	: 	109.40 	105.00 	104.90 	104.40 	100.00 
NI,I15,204200,DE	: 	99.10 	97.70 	96.60 	99.90 	100.00 
NI,I15,204200,DK	: 	101.37 	102.41 	102.75 	102.59 	100.00 
NI,I15,204200,EE	: 	101.45 	100.86 	101.27 	98.69 	100.00 
NI,I15,204200,EL	: 	97.55 	97.59 	97.90 	98.84 	100.00 
NI,I15,204200,ES	: 	100.70 	100.60 	100.60 	100.10 	100.00 
NI,I15,204200,EU27_2020	: 	103.54 p	103.41 	101.93 	101.01 	100.00 
NI,I15,204200,EU28	: 	106.25 p	103.84 	102.45 	101.23 	100.00 
NI,I15,204200,FI	: 	96.97 	99.30 	99.18 	98.40 	100.00 
NI,I15,204200,FR	: 	97.13 	101.10 	100.37 	100.04 	100.00 
NI,I15,204200,HR	: 	109.82 	100.00 	100.00 	100.00 	100.00 
NI,I15,204200,HU	: 	103.70 	97.80 	100.80 	101.20 	100.00 
NI,I15,204200,IE	: 	99.62 	101.31 	100.69 	101.13 	100.00 
NI,I15,204200,IT	: 	112.20 	110.30 	108.20 	105.30 	100.00 
NI,I15,204200,LT	: 	107.71 	108.87 	103.74 	106.45 	100.00 
NI,I15,204200,LU	: 	87.12 	90.03 	89.39 	94.19 	100.00 
NI,I15,204200,MT	: 	112.67 	104.22 	99.82 	96.97 	100.00 
NI,I15,204200,NL	: 	103.20 	98.20 	99.70 	99.10 	100.00 
NI,I15,204200,PL	: 	102.50 p	100.46 	100.00 	100.09 	100.00 
NI,I15,204200,PT	: 	103.04 	95.45 	94.72 	91.39 	100.00 
NI,I15,204200,RO	: 	142.17 	156.41 	118.83 	102.50 	100.00 
NI,I15,204200,SE	: 	129.70 	117.50 	115.10 	108.90 	100.00 
NI,I15,204200,SI	: 	111.98 	101.41 	99.56 	101.68 	100.00 
NI,I15,204200,SK	: 	103.60 	103.23 	102.76 	101.37 	100.00 
NI,I15,204200,UK	: 	147.56 	110.44 	110.44 	104.56 	100.00 
NI,I15,204300,AT	: 	94.90 	96.00 	93.30 	94.20 	100.00 
NI,I15,204300,BG	: 	94.30 	98.20 	104.00 	100.00 	100.00 
NI,I15,204300,CY	: 	138.73 	131.84 	140.09 	127.80 	100.00 
NI,I15,204300,CZ	: 	103.00 	102.70 	103.10 	102.60 	100.00 
NI,I15,204300,DE	: 	104.80 	105.00 	104.90 	101.60 	100.00 
NI,I15,204300,DK	: 	97.38 	100.26 	101.13 	99.87 	100.00 
NI,I15,204300,EE	: 	107.62 	106.30 	102.84 	101.55 	100.00 
NI,I15,204300,EL	: 	101.91 	102.32 	102.00 	100.93 	100.00 
NI,I15,204300,ES	: 	101.20 	101.10 	98.90 	98.00 	100.00 
NI,I15,204300,EU27_2020	: 	102.44 p	102.80 	101.58 	100.88 	100.00 
NI,I15,204300,EU28	: 	102.48 p	103.18 	101.64 	100.65 	100.00 
NI,I15,204300,FI	: 	94.88 	96.16 	98.64 	98.14 	100.00 
NI,I15,204300,FR	: 	95.33 	98.44 	98.13 	99.46 	100.00 
NI,I15,204300,HR	: 	101.17 	101.07 	99.14 	98.41 	100.00 
NI,I15,204300,HU	: 	110.10 	106.30 	103.40 	100.80 	100.00 
NI,I15,204300,IE	: 	103.56 	103.58 	102.55 	102.47 	100.00 
NI,I15,204300,IT	: 	109.80 	105.80 	101.90 	101.20 	100.00 
NI,I15,204300,LT	: 	117.75 	123.08 	130.81 	117.30 	100.00 
NI,I15,204300,LU	: 	91.76 	91.68 	94.91 	96.37 	100.00 
NI,I15,204300,MT	: 	100.00 	100.00 	100.00 	100.00 	100.00 
NI,I15,204300,NL	: 	104.70 	97.10 	100.20 	100.50 	100.00 
NI,I15,204300,PL	: 	108.10 p	105.95 	104.08 	101.50 	100.00 
NI,I15,204300,PT	: 	104.55 	109.36 	107.97 	102.82 	100.00 
NI,I15,204300,RO	: 	118.61 	125.65 	101.39 	117.97 	100.00 
NI,I15,204300,SE	: 	108.60 	104.70 	105.30 	101.20 	100.00 
NI,I15,204300,SI	: 	104.57 	99.51 	98.98 	99.29 	100.00 
NI,I15,204300,SK	: 	94.30 	94.35 	89.61 	93.35 	100.00 
NI,I15,204300,UK	: 	102.79 	106.83 	102.19 	98.45 	100.00 
NI,I15,204900,AT	: 	95.20 	94.70 	100.00 	100.00 	100.00 
NI,I15,204900,BE	: 	105.00 	103.92 	101.99 	101.99 	100.00 
NI,I15,204900,CY	: 	106.03 	107.58 	97.47 	66.63 	100.00 
NI,I15,204900,CZ	: 	108.00 	105.80 	104.40 	101.50 	100.00 
NI,I15,204900,DK	: 	88.94 	96.01 	99.61 	100.00 	100.00 
NI,I15,204900,EE	: 	96.87 	100.71 	102.67 	100.82 	100.00 
NI,I15,204900,EL	: 	105.84 	105.32 	105.40 	102.47 	100.00 
NI,I15,204900,ES	: 	103.30 	104.30 	103.40 	103.20 	100.00 
NI,I15,204900,EU27_2020	: 	100.84 p	102.82 	100.96 	101.13 	100.00 
NI,I15,204900,EU28	: 	102.30 p	104.13 	102.52 	101.15 	100.00 
NI,I15,204900,FI	: 	97.16 	100.42 	99.18 	98.40 	100.00 
NI,I15,204900,FR	: 	96.07 	100.79 	99.22 	99.64 	100.00 
NI,I15,204900,HR	: 	100.00 	100.00 	100.00 	100.00 	100.00 
NI,I15,204900,HU	: 	105.10 	102.40 	103.20 	101.40 	100.00 
NI,I15,204900,IE	: 	103.37 	103.00 	103.08 	102.73 	100.00 
NI,I15,204900,LT	: 	83.38 	88.37 	93.70 	105.60 	100.00 
NI,I15,204900,LU	: 	91.17 	95.28 	95.05 	95.07 	100.00 
NI,I15,204900,LV	: 	116.60 	118.22 	104.18 	103.65 	100.00 
NI,I15,204900,NL	: 	103.20 	98.70 	100.70 	97.20 	100.00 
NI,I15,204900,PL	: 	104.22 p	102.91 	101.71 	101.03 	100.00 
NI,I15,204900,PT	: 	100.99 	98.09 	94.90 	97.56 	100.00 
NI,I15,204900,SK	: 	93.90 	94.83 	97.08 	101.87 	100.00 
NI,I15,204900,UK	: 	111.98 	112.88 	112.88 	101.26 	100.00 
NI,I15,205000,AT	110.40 f	109.80 	108.50 	107.10 	106.60 	100.00 
NI,I15,205000,BE	110.47 f	107.14 	106.32 	104.07 	102.81 	100.00 
NI,I15,205000,BG	112.10 f	108.90 	103.70 	102.70 	102.30 	100.00 
NI,I15,205000,CY	101.92 f	101.70 	101.70 	109.15 	84.40 	100.00 
NI,I15,205000,CZ	105.90 f	106.00 	105.60 	104.80 	100.10 	100.00 
NI,I15,205000,DE	119.50 f	119.50 	119.50 	104.90 	100.00 	100.00 
NI,I15,205000,DK	102.18 f	101.28 	99.58 	98.07 	93.95 	100.00 
NI,I15,205000,EE	112.87 f	109.33 	103.38 	101.78 	102.08 	100.00 
NI,I15,205000,EL	104.16 f	102.27 	101.29 	101.28 	100.06 	100.00 
NI,I15,205000,ES	103.96 f	103.50 	102.30 	101.70 	100.50 	100.00 
NI,I15,205000,EU27_2020	110.86 f	108.83 p	106.94 	102.25 	100.76 	100.00 
NI,I15,205000,EU28	: 	109.45 p	107.16 	102.13 	100.73 	100.00 
NI,I15,205000,FI	103.40 f	102.93 	101.90 	101.63 	100.09 	100.00 
NI,I15,205000,FR	112.04 f	109.59 	106.84 	104.68 	102.92 	100.00 
NI,I15,205000,HR	107.26 f	106.14 	104.25 	103.18 	100.00 	100.00 
NI,I15,205000,HU	119.90 f	112.70 	106.40 	104.90 	102.50 	100.00 
NI,I15,205000,IE	109.03 f	107.51 	105.29 	102.12 	101.94 	100.00 
NI,I15,205000,IT	115.40 f	113.70 	108.20 	104.80 	103.00 	100.00 
NI,I15,205000,LT	143.41 f	108.72 	104.68 	98.97 	97.03 	100.00 
NI,I15,205000,LU	96.52 f	96.68 	97.14 	98.09 	98.64 	100.00 
NI,I15,205000,LV	115.84 f	114.80 	113.60 	105.07 	102.34 	100.00 
NI,I15,205000,MT	131.80 f	122.28 	102.64 	101.61 	100.68 	100.00 
NI,I15,205000,NL	107.60 f	106.20 	103.40 	101.70 	100.30 	100.00 
NI,I15,205000,PL	111.34 f	107.98 p	105.33 	102.36 	100.58 	100.00 
NI,I15,205000,PT	106.02 f	104.68 	103.66 	103.47 	101.84 	100.00 
NI,I15,205000,RO	94.54 f	87.33 	91.94 	78.35 	89.23 	100.00 
NI,I15,205000,SE	119.30 f	113.30 	109.70 	102.50 	100.50 	100.00 
NI,I15,205000,SI	110.71 f	110.11 	107.12 	104.75 	100.00 	100.00 
NI,I15,205000,SK	110.20 f	102.90 	107.95 	102.08 	100.98 	100.00 
NI,I15,205000,UK	114.42 f	115.23 	109.21 	101.01 	100.41 	100.00 
NI,I15,206000,AT	98.00 f	98.10 	99.70 	94.50 	95.30 	100.00 
NI,I15,206000,BE	108.12 f	105.24 	101.95 	98.26 	96.08 	100.00 
NI,I15,206000,BG	104.60 f	103.40 	101.30 	100.30 	101.20 	100.00 
NI,I15,206000,CY	90.95 f	90.81 	87.22 	91.36 	90.67 	100.00 
NI,I15,206000,CZ	97.90 f	97.20 	95.40 	96.20 	95.40 	100.00 
NI,I15,206000,DE	98.60 f	99.40 	98.30 	93.40 	94.00 	100.00 
NI,I15,206000,DK	101.51 f	100.90 	98.62 	95.75 	97.72 	100.00 
NI,I15,206000,EE	103.20 f	104.65 	102.33 	97.33 	96.22 	100.00 
NI,I15,206000,EL	97.58 f	97.82 	97.73 	97.56 	98.95 	100.00 
NI,I15,206000,ES	98.20 f	99.50 	98.30 	95.30 	96.70 	100.00 
NI,I15,206000,EU27_2020	102.32 f	102.18 p	100.70 	97.04 	96.78 	100.00 
NI,I15,206000,EU28	: 	103.51 p	102.07 	97.87 	96.77 	100.00 
NI,I15,206000,FI	98.60 f	106.40 	103.76 	96.64 	97.11 	100.00 
NI,I15,206000,FR	100.76 f	100.72 	97.96 	95.80 	96.02 	100.00 
NI,I15,206000,HR	91.20 f	92.68 	96.51 	91.86 	95.74 	100.00 
NI,I15,206000,HU	105.80 f	104.60 	101.60 	96.10 	98.60 	100.00 
NI,I15,206000,IE	107.76 f	110.35 	107.15 	100.56 	100.01 	100.00 
NI,I15,206000,IT	104.50 f	104.00 	104.90 	100.50 	99.40 	100.00 
NI,I15,206000,LT	105.74 f	102.08 	95.58 	90.34 	91.29 	100.00 
NI,I15,206000,LU	103.35 f	102.14 	103.05 	98.12 	97.95 	100.00 
NI,I15,206000,LV	98.47 f	98.45 	98.10 	94.26 	96.15 	100.00 
NI,I15,206000,MT	105.05 f	104.54 	102.59 	100.13 	99.22 	100.00 
NI,I15,206000,NL	103.80 f	103.10 	102.00 	98.90 	95.80 	100.00 
NI,I15,206000,PL	107.98 f	106.48 p	102.62 	100.08 	99.34 	100.00 
NI,I15,206000,PT	96.55 f	95.87 	94.86 	94.79 	98.80 	100.00 
NI,I15,206000,RO	112.33 f	105.69 	107.98 	96.32 	88.30 	100.00 
NI,I15,206000,SE	106.70 f	113.70 	111.40 	99.00 	97.30 	100.00 
NI,I15,206000,SI	103.33 f	103.72 	102.40 	99.16 	101.17 	100.00 
NI,I15,206000,SK	100.70 f	106.20 	103.20 	95.33 	97.12 	100.00 
NI,I15,206000,UK	116.39 f	114.28 	113.17 	104.56 	96.71 	100.00 
NI,I15,206100,AT	: 	95.30 	98.90 	91.50 	91.60 	100.00 
NI,I15,206100,BE	: 	75.15 	78.46 e	83.64 	98.80 	100.00 
NI,I15,206100,BG	: 	98.80 	99.20 	98.30 	98.90 	100.00 
NI,I15,206100,CY	: 	90.57 	86.44 	90.07 	88.51 	100.00 
NI,I15,206100,CZ	: 	103.30 	100.20 	103.40 	92.60 	100.00 
NI,I15,206100,DE	: 	95.70 	94.60 	87.70 	87.00 	100.00 
NI,I15,206100,DK	: 	104.05 	100.93 	96.97 	98.80 	100.00 
NI,I15,206100,EE	: 	106.13 	108.09 	96.89 	94.68 	100.00 
NI,I15,206100,EL	: 	98.66 	98.55 	98.36 	99.41 	100.00 
NI,I15,206100,ES	: 	109.70 	107.30 	99.90 	99.90 	100.00 
NI,I15,206100,EU27_2020	: 	104.89 p	104.96 e	98.48 	97.16 	100.00 
NI,I15,206100,EU28	: 	107.09 p	107.16 e	99.96 	97.45 	100.00 
NI,I15,206100,FI	: 	129.60 	125.34 	99.34 	95.74 	100.00 
NI,I15,206100,FR	: 	103.29 	103.15 	98.37 	97.33 	100.00 
NI,I15,206100,HR	: 	91.36 	96.74 	90.50 	95.30 	100.00 
NI,I15,206100,HU	: 	105.60 	103.70 	96.80 	99.70 	100.00 
NI,I15,206100,IE	: 	115.32 	111.80 	100.51 	97.12 	100.00 
NI,I15,206100,IT	: 	112.70 	118.80 	107.10 	101.10 	100.00 
NI,I15,206100,LT	: 	106.32 	105.31 	91.25 	92.62 	100.00 
NI,I15,206100,LU	: 	100.03 	100.81 	97.95 	97.17 	100.00 
NI,I15,206100,LV	: 	98.45 	98.10 	94.26 	96.15 	100.00 
NI,I15,206100,MT	: 	102.29 	102.28 	103.61 	105.83 	100.00 
NI,I15,206100,NL	: 	106.40 	104.00 	98.20 	96.80 	100.00 
NI,I15,206100,PL	: 	120.46 p	110.65 	104.49 	103.18 	100.00 
NI,I15,206100,PT	: 	96.49 	97.54 	102.09 	105.18 	100.00 
NI,I15,206100,RO	: 	103.41 	106.22 	96.61 	85.94 	100.00 
NI,I15,206100,SE	: 	122.40 	124.50 	104.90 	101.30 	100.00 
NI,I15,206100,SI	: 	104.96 	101.54 	98.67 	100.70 	100.00 
NI,I15,206100,SK	: 	111.90 	106.05 	94.78 	94.21 	100.00 
NI,I15,206100,UK	: 	120.97 	121.03 	109.26 	99.27 	100.00 
NI,I15,206110,AT	: 	111.60 	109.20 	93.10 	93.40 	100.00 
