p_adj,unit,product,geo\time	2020 	2019 	2018 	2017 	2016 	2015 
RI,I15,212000,LT	: 	116.49 	132.69 	181.00 	154.83 	100.00 
RI,I15,212000,LU	: 	101.67 	100.53 	101.71 	100.73 	100.00 
RI,I15,212000,LV	: 	99.88 	102.41 	99.95 	100.33 	100.00 
RI,I15,212000,MT	: 	95.87 	95.15 	100.21 	102.60 	100.00 
RI,I15,212000,NL	: 	103.89 	103.86 	103.16 	102.29 	100.00 
RI,I15,212000,PL	: 	99.82 p	99.31 	98.17 	99.17 	100.00 
RI,I15,212000,PT	: 	101.05 	99.89 	99.48 	99.18 	100.00 
RI,I15,212000,RO	: 	100.74 	99.95 	99.90 	98.70 	100.00 
RI,I15,212000,SE	: 	100.72 	100.65 	99.98 	99.37 	100.00 
RI,I15,212000,SI	: 	104.94 	104.40 	102.93 	101.91 	100.00 
RI,I15,212000,SK	: 	105.24 	103.69 	102.69 	101.50 	100.00 
RI,I15,212000,UK	: 	102.48 	101.88 	100.01 	98.76 	100.00 
RI,I15,212100,AT	: 	104.69 	102.84 	101.34 	100.82 	100.00 
RI,I15,212100,BE	: 	100.84 	102.17 	101.15 	98.54 	100.00 
RI,I15,212100,BG	: 	97.82 	92.21 	92.64 	84.72 	100.00 
RI,I15,212100,CY	: 	102.94 	99.84 	101.70 	99.94 	100.00 
RI,I15,212100,CZ	: 	103.06 	101.14 	99.71 	100.40 	100.00 
RI,I15,212100,DE	: 	108.34 	105.00 	102.74 	101.39 	100.00 
RI,I15,212100,DK	: 	102.32 	102.39 	101.29 	101.65 	100.00 
RI,I15,212100,EE	: 	94.52 	94.73 	96.06 	98.13 	100.00 
RI,I15,212100,EL	: 	94.00 	94.81 	96.92 	98.08 	100.00 
RI,I15,212100,ES	: 	99.21 	97.89 	97.92 	98.34 	100.00 
RI,I15,212100,EU27_2020	: 	103.40 p	102.73 	102.12 	101.06 	100.00 
RI,I15,212100,EU28	: 	103.43 p	102.76 	102.03 	100.89 	100.00 
RI,I15,212100,FI	: 	99.80 	99.79 	99.22 	99.81 	100.00 
RI,I15,212100,FR	: 	104.12 	104.58 	101.41 	99.04 	100.00 
RI,I15,212100,HR	: 	105.26 	103.98 	99.05 	100.71 	100.00 
RI,I15,212100,HU	: 	118.67 	111.96 	105.31 	102.34 	100.00 
RI,I15,212100,IE	: 	100.16 	100.23 	100.35 	101.07 	100.00 
RI,I15,212100,IT	: 	98.84 	98.83 	98.82 	100.50 	100.00 
RI,I15,212100,LT	: 	116.49 	132.69 	181.00 	154.83 	100.00 
RI,I15,212100,LU	: 	101.67 	100.53 	101.71 	100.73 	100.00 
RI,I15,212100,LV	: 	99.88 	102.41 	99.95 	100.33 	100.00 
RI,I15,212100,MT	: 	95.87 	95.15 	100.21 	102.60 	100.00 
RI,I15,212100,NL	: 	103.89 	103.86 	103.16 	102.29 	100.00 
RI,I15,212100,PL	: 	101.85 p	101.08 	99.70 	100.43 	100.00 
RI,I15,212100,PT	: 	100.64 	99.66 	99.52 	99.33 	100.00 
RI,I15,212100,RO	: 	100.25 	99.77 	99.79 	98.69 	100.00 
RI,I15,212100,SE	: 	100.72 	100.65 	99.98 	99.37 	100.00 
RI,I15,212100,SK	: 	105.24 	103.69 	102.69 	101.51 	100.00 
RI,I15,212100,UK	: 	103.91 	103.33 	100.74 	98.31 	100.00 
RI,I15,212900,CY	: 	102.35 	99.84 	101.70 	99.94 	100.00 
RI,I15,212900,CZ	: 	103.15 	101.05 	99.71 	100.40 	100.00 
RI,I15,212900,EU27_2020	: 	103.03 p	102.73 	101.95 	101.26 	100.00 
RI,I15,212900,EU28	: 	101.86 p	101.46 	100.83 	100.77 	100.00 
RI,I15,212900,HR	: 	97.78 	97.59 	99.26 	99.82 	100.00 
RI,I15,212900,IT	: 	101.55 	101.46 	99.51 	98.90 	100.00 
RI,I15,212900,NL	: 	103.89 	103.86 	103.16 	102.29 	100.00 
RI,I15,212900,PL	: 	81.61 p	83.36 	84.26 	87.76 	100.00 
RI,I15,212900,PT	: 	101.47 	100.13 	99.44 	99.01 	100.00 
RI,I15,212900,RO	: 	103.50 	101.02 	100.53 	98.76 	100.00 
RI,I15,212900,SI	: 	104.94 	104.40 	102.93 	101.91 	100.00 
RI,I15,212900,SK	: 	104.58 	103.81 	102.63 	101.49 	100.00 
RI,I15,212900,UK	: 	99.36 	98.72 	98.43 	99.72 	100.00 
RI,I15,219000,AT	: 	92.26 	94.68 	96.88 	100.03 	100.00 
RI,I15,219000,BE	: 	100.03 	101.35 	96.13 	98.26 	100.00 
RI,I15,219000,BG	: 	82.48 	88.02 	90.24 	94.35 	100.00 
RI,I15,219000,CY	: 	97.92 	99.84 	101.70 	99.94 	100.00 
RI,I15,219000,DK	: 	95.95 	95.07 	95.73 	103.19 	100.00 
RI,I15,219000,ES	: 	100.61 	99.83 	98.63 	97.71 	100.00 
RI,I15,219000,EU27_2020	: 	101.38 p	101.13 	99.64 	99.21 	100.00 
RI,I15,219000,EU28	: 	101.38 p	101.13 	99.64 	99.21 	100.00 
RI,I15,219000,FI	: 	101.95 	100.34 	100.29 	100.02 	100.00 
RI,I15,219000,FR	: 	102.65 	102.27 	100.80 	98.71 	100.00 
RI,I15,219000,HU	: 	105.06 	100.53 	98.99 	99.65 	100.00 
RI,I15,219000,IE	: 	100.88 	101.49 	101.35 	101.16 	100.00 
RI,I15,219000,LU	: 	101.93 	100.88 	101.16 	101.58 	100.00 
RI,I15,219000,LV	: 	99.88 	102.41 	99.95 	100.33 	100.00 
RI,I15,219000,NL	: 	100.40 	100.37 	100.30 	100.19 	100.00 
RI,I15,219000,PL	: 	105.17 p	104.00 	102.15 	100.94 	100.00 
RI,I15,219000,PT	: 	98.24 	98.33 	99.69 	99.94 	100.00 
RI,I15,219000,SK	: 	111.82 	106.64 	96.10 	94.68 	100.00 
RI,I15,220000,AT	: 	97.78 	98.09 	96.98 	98.25 	100.00 
RI,I15,220000,BE	: 	100.08 	99.59 	98.35 	97.09 	100.00 
RI,I15,220000,BG	: 	98.96 	99.63 	98.35 	97.99 	100.00 
RI,I15,220000,CY	: 	95.40 	93.16 	95.97 	95.24 	100.00 
RI,I15,220000,CZ	: 	95.18 	94.96 	95.05 	96.23 	100.00 
RI,I15,220000,DE	: 	100.09 	99.81 	97.94 	97.91 	100.00 
RI,I15,220000,DK	: 	101.72 	101.33 	99.86 	100.22 	100.00 
RI,I15,220000,EE	: 	93.78 	94.17 	94.44 	97.06 	100.00 
RI,I15,220000,EL	: 	100.36 	100.84 	99.43 	98.10 	100.00 
RI,I15,220000,ES	: 	97.57 	97.25 	95.54 	97.06 	100.00 
RI,I15,220000,EU27_2020	: 	99.68 p	99.60 	97.95 	97.84 	100.00 
RI,I15,220000,EU28	: 	100.03 p	99.89 	98.04 	97.75 	100.00 
RI,I15,220000,FI	: 	101.10 	100.21 	97.73 	97.04 	100.00 
RI,I15,220000,FR	: 	98.95 	98.69 	97.26 	97.20 	100.00 
RI,I15,220000,HR	: 	94.57 	94.85 	93.89 	95.49 	100.00 
RI,I15,220000,HU	: 	97.48 	97.13 	95.39 	97.46 	100.00 
RI,I15,220000,IE	: 	103.00 	101.71 	98.50 	98.53 	100.00 
RI,I15,220000,IT	: 	102.62 	101.76 	99.70 	100.00 	100.00 
RI,I15,220000,LT	: 	85.99 	95.17 	98.10 	98.64 	100.00 
RI,I15,220000,LU	: 	98.96 	98.72 	98.18 	98.42 	100.00 
RI,I15,220000,LV	: 	96.19 	97.85 	96.35 	98.18 	100.00 
RI,I15,220000,MT	: 	97.32 	96.96 	97.50 	99.10 	100.00 
RI,I15,220000,NL	: 	97.66 	99.59 	98.52 	96.79 	100.00 
RI,I15,220000,PL	: 	102.18 p	100.99 	98.66 	98.24 	100.00 
RI,I15,220000,PT	: 	97.77 	97.50 	97.04 	98.88 	100.00 
RI,I15,220000,RO	: 	101.77 	103.23 	101.66 	96.19 	100.00 
RI,I15,220000,SE	: 	104.55 	103.22 	98.52 	97.88 	100.00 
RI,I15,220000,SI	: 	100.49 	99.55 	97.80 	98.50 	100.00 
RI,I15,220000,SK	: 	96.12 	96.70 	94.14 	95.80 	100.00 
RI,I15,220000,UK	: 	103.49 	102.75 	98.99 	96.82 	100.00 
RI,PCH_PRE,200000,AT	: 	-0.89 	1.80 	-1.78 	-2.84 	: 
RI,PCH_PRE,200000,BE	: 	0.56 	1.41 	1.32 	-3.47 	: 
RI,PCH_PRE,200000,BG	: 	-1.06 	1.49 	0.46 	-1.80 	: 
RI,PCH_PRE,200000,CY	: 	2.47 	-2.98 	0.74 	-4.88 	: 
RI,PCH_PRE,200000,CZ	: 	0.15 	0.02 	-1.21 	-4.67 	: 
RI,PCH_PRE,200000,DE	: 	-0.27 	2.36 	-0.25 	-3.29 	: 
RI,PCH_PRE,200000,DK	: 	0.40 	1.69 	-0.41 	-0.08 	: 
RI,PCH_PRE,200000,EE	: 	-0.46 	0.18 	-2.85 	-3.37 	: 
RI,PCH_PRE,200000,EL	: 	-0.54 	1.78 	1.66 	-2.33 	: 
RI,PCH_PRE,200000,ES	: 	0.12 	2.05 	-1.69 	-3.27 	: 
RI,PCH_PRE,200000,EU27_2020	: 	-0.11 	1.93 	0.16 	-2.91 	: 
RI,PCH_PRE,200000,EU28	: 	-0.01 	2.16 	0.44 	-3.00 	: 
RI,PCH_PRE,200000,FI	: 	0.80 	3.18 	1.01 	-4.19 	: 
RI,PCH_PRE,200000,FR	: 	0.19 	1.45 	-0.29 	-3.71 	: 
RI,PCH_PRE,200000,HR	: 	-0.41 	0.86 	-1.79 	-5.18 	: 
RI,PCH_PRE,200000,HU	: 	0.13 	1.68 	-2.73 	-3.14 	: 
RI,PCH_PRE,200000,IE	: 	1.33 	3.88 	0.08 	-1.95 	: 
RI,PCH_PRE,200000,IT	: 	0.95 	2.48 	-0.39 	-0.70 	: 
RI,PCH_PRE,200000,LT	: 	-4.53 	0.96 	0.40 	-11.30 	: 
RI,PCH_PRE,200000,LU	: 	-0.51 	1.77 	-0.97 	-3.83 	: 
RI,PCH_PRE,200000,LV	: 	-1.04 	1.70 	-2.07 	-2.54 	: 
RI,PCH_PRE,200000,MT	: 	0.25 	-0.04 	-1.64 	-1.40 	: 
RI,PCH_PRE,200000,NL	: 	-2.80 	1.41 	2.14 	-4.51 	: 
RI,PCH_PRE,200000,PL	: 	1.19 	2.40 	0.47 	-1.85 	: 
RI,PCH_PRE,200000,PT	: 	0.11 	0.53 	-2.07 	-1.24 	: 
RI,PCH_PRE,200000,RO	: 	-1.91 	0.90 	4.76 	-3.40 	: 
RI,PCH_PRE,200000,SE	: 	1.31 	5.30 	0.67 	-2.91 	: 
RI,PCH_PRE,200000,SI	: 	0.71 	1.90 	-1.22 	-2.89 	: 
RI,PCH_PRE,200000,SK	: 	-0.85 	3.52 	-1.94 	-4.97 	: 
RI,PCH_PRE,200000,UK	: 	0.91 	4.18 	2.96 	-3.79 	: 
RI,PCH_PRE,201000,AT	: 	-0.97 	-0.67 	-5.30 	-0.66 	: 
RI,PCH_PRE,201000,BE	: 	-2.85 	-3.95 e	-1.61 	-1.55 	: 
RI,PCH_PRE,201000,BG	: 	-0.70 	-0.85 	-2.89 	5.09 	: 
RI,PCH_PRE,201000,CY	: 	3.78 	-11.16 	-6.27 	-0.28 	: 
RI,PCH_PRE,201000,CZ	: 	0.84 	3.07 	-1.75 	1.19 	: 
RI,PCH_PRE,201000,DE	: 	1.05 	-0.23 	-0.76 	-3.09 	: 
RI,PCH_PRE,201000,DK	: 	1.35 	-1.08 	-2.78 	11.97 	: 
RI,PCH_PRE,201000,EE	: 	0.49 	5.92 	-2.00 	-3.84 	: 
RI,PCH_PRE,201000,EL	: 	-0.34 	-0.52 	-1.61 	1.80 	: 
RI,PCH_PRE,201000,ES	: 	-2.24 	1.10 	-1.62 	4.96 	: 
RI,PCH_PRE,201000,EU27_2020	: 	-0.57 p	0.99 e	-0.91 	0.37 	: 
RI,PCH_PRE,201000,EU28	: 	-0.66 p	1.11 e	-1.21 	0.42 	: 
RI,PCH_PRE,201000,FI	: 	3.32 	3.53 	-4.73 	-2.93 	: 
RI,PCH_PRE,201000,FR	: 	-1.24 	-1.75 	-2.85 	-1.58 	: 
RI,PCH_PRE,201000,HR	: 	3.15 	-4.55 	2.89 	1.78 	: 
RI,PCH_PRE,201000,HU	: 	0.80 	2.24 	-7.26 	-1.54 	: 
RI,PCH_PRE,201000,IE	: 	7.81 	-1.08 	-0.22 	-1.34 	: 
RI,PCH_PRE,201000,IT	: 	2.94 	0.51 	-2.94 	1.60 	: 
RI,PCH_PRE,201000,LT	: 	-14.67 	25.03 	-10.17 	2.20 	: 
RI,PCH_PRE,201000,LU	: 	4.79 	-1.41 	-3.43 	4.81 	: 
RI,PCH_PRE,201000,LV	: 	6.55 	-5.93 	4.17 	3.29 	: 
RI,PCH_PRE,201000,MT	: 	5.91 	0.73 	-1.93 	9.03 	: 
RI,PCH_PRE,201000,NL	: 	-0.30 	-6.95 	7.80 	2.19 	: 
RI,PCH_PRE,201000,PL	: 	2.52 p	-0.61 	-3.29 	3.40 	: 
RI,PCH_PRE,201000,PT	: 	-5.86 	6.06 	2.58 	-3.58 	: 
RI,PCH_PRE,201000,RO	: 	-8.46 	38.30 	-0.46 	-1.03 	: 
RI,PCH_PRE,201000,SE	: 	3.34 	-4.15 	-4.22 	-2.91 	: 
RI,PCH_PRE,201000,SI	: 	8.33 	-5.31 	-1.36 	-4.40 	: 
RI,PCH_PRE,201000,SK	: 	-1.43 	-5.59 	-6.18 	0.07 	: 
RI,PCH_PRE,201000,UK	: 	-1.68 	2.59 	-4.65 	0.94 	: 
RI,PCH_PRE,202000,AT	: 	-1.84 	5.91 	2.09 	-6.90 	: 
RI,PCH_PRE,202000,BE	: 	-0.45 	9.69 	15.91 	2.96 	: 
RI,PCH_PRE,202000,BG	: 	-2.96 	4.47 	4.17 	-8.19 	: 
RI,PCH_PRE,202000,CY	: 	3.54 	9.24 	12.54 	-15.44 	: 
RI,PCH_PRE,202000,CZ	: 	-0.78 	3.81 	2.69 	-9.24 	: 
RI,PCH_PRE,202000,DE	: 	-0.13 	5.38 	4.88 	-7.17 	: 
RI,PCH_PRE,202000,DK	: 	2.14 	8.83 	7.49 	-2.96 	: 
RI,PCH_PRE,202000,EE	: 	-1.29 	6.28 	4.22 	-2.96 	: 
RI,PCH_PRE,202000,EL	: 	0.02 	7.92 	12.15 	-7.44 	: 
RI,PCH_PRE,202000,ES	: 	-3.95 	10.99 	6.96 	-11.10 	: 
RI,PCH_PRE,202000,EU27_2020	: 	-1.72 p	8.44 	5.71 	-7.33 	: 
RI,PCH_PRE,202000,EU28	: 	-1.51 p	8.49 	5.97 	-7.22 	: 
RI,PCH_PRE,202000,FI	: 	1.57 	9.13 	8.86 	-7.11 	: 
RI,PCH_PRE,202000,FR	: 	-1.73 	11.58 	9.53 	-8.02 	: 
RI,PCH_PRE,202000,HR	: 	: c	: c	: c	: c	: 
RI,PCH_PRE,202000,HU	: 	-2.49 	4.32 	3.19 	-6.52 	: 
RI,PCH_PRE,202000,IE	: 	-0.89 	8.17 	6.07 	-7.88 	: 
RI,PCH_PRE,202000,IT	: 	1.40 	8.07 	4.44 	-5.01 	: 
RI,PCH_PRE,202000,LT	: 	-4.15 	14.91 	6.58 	-20.05 	: 
RI,PCH_PRE,202000,LU	: 	-1.74 	12.95 	7.57 	-11.51 	: 
RI,PCH_PRE,202000,LV	: 	-1.17 	5.81 	1.79 	-6.11 	: 
RI,PCH_PRE,202000,MT	: 	2.13 	-0.16 	-3.99 	-7.69 	: 
RI,PCH_PRE,202000,NL	: 	-15.89 	13.60 	9.13 	-18.49 	: 
RI,PCH_PRE,202000,PL	: 	-1.07 p	5.82 	3.78 	-5.08 	: 
RI,PCH_PRE,202000,PT	: 	0.75 	7.27 	5.12 	-5.83 	: 
RI,PCH_PRE,202000,RO	: 	-1.93 	10.84 	-2.87 	-5.32 	: 
RI,PCH_PRE,202000,SE	: 	1.58 	10.01 	5.80 	-1.92 	: 
RI,PCH_PRE,202000,SI	: 	-3.13 	6.65 	7.24 	-8.29 	: 
RI,PCH_PRE,202000,SK	: 	-2.49 	31.67 	9.99 	-14.82 	: 
RI,PCH_PRE,202000,UK	: 	1.18 	9.04 	9.54 	-5.73 	: 
RI,PCH_PRE,202100,AT	: 	2.21 	-1.16 	-7.50 	0.13 	: 
RI,PCH_PRE,202100,BE	: 	0.38 	-0.10 	5.55 	26.05 	: 
RI,PCH_PRE,202100,BG	: 	0.06 	-0.55 	0.21 	1.24 	: 
RI,PCH_PRE,202100,CY	: 	9.15 	8.25 	14.90 	-18.04 	: 
RI,PCH_PRE,202100,CZ	: 	7.85 	0.66 	-4.41 	-6.85 	: 
RI,PCH_PRE,202100,DE	: 	1.72 	-0.48 	-0.10 	0.10 	: 
RI,PCH_PRE,202100,DK	: 	-0.66 	-0.71 	2.50 	0.00 	: 
RI,PCH_PRE,202100,EE	: 	-1.63 	7.27 	-2.81 	1.23 	: 
RI,PCH_PRE,202100,EL	: 	3.74 	-0.56 	-1.80 	-0.50 	: 
RI,PCH_PRE,202100,ES	: 	-12.98 	8.89 	7.40 	-9.99 	: 
RI,PCH_PRE,202100,EU27_2020	: 	-1.16 p	1.95 	1.07 	-1.39 	: 
RI,PCH_PRE,202100,EU28	: 	-0.77 p	2.19 	1.22 	-1.37 	: 
RI,PCH_PRE,202100,FI	: 	7.85 	2.76 	4.01 	-1.09 	: 
RI,PCH_PRE,202100,FR	: 	2.56 	-0.77 	-0.73 	2.79 	: 
RI,PCH_PRE,202100,HR	: 	: c	: c	: c	: c	: 
RI,PCH_PRE,202100,HU	: 	-3.31 	-2.83 	-2.32 	-0.45 	: 
RI,PCH_PRE,202100,IE	: 	2.30 	6.27 	-1.27 	-3.34 	: 
RI,PCH_PRE,202100,IT	: 	4.30 	3.24 	2.39 	-0.60 	: 
RI,PCH_PRE,202100,LT	: 	0.09 	-10.54 	-4.98 	-8.02 	: 
RI,PCH_PRE,202100,LU	: 	4.36 	2.54 	-5.55 	-2.97 	: 
RI,PCH_PRE,202100,LV	: 	6.66 	-8.28 	-9.74 	-1.98 	: 
RI,PCH_PRE,202100,MT	: 	-1.76 	-1.70 	-28.21 	-0.89 	: 
RI,PCH_PRE,202100,NL	: 	-10.65 	3.88 	-3.03 	-10.10 	: 
RI,PCH_PRE,202100,PL	: 	-6.05 p	-1.09 	0.47 	-1.60 	: 
RI,PCH_PRE,202100,PT	: 	: c	: c	: c	: c	: 
RI,PCH_PRE,202100,RO	: 	2.70 	3.34 	1.19 	-3.54 	: 
RI,PCH_PRE,202100,SE	: 	1.51 	9.92 	3.77 	2.33 	: 
RI,PCH_PRE,202100,SI	: 	0.72 	-0.53 	-1.07 	0.33 	: 
RI,PCH_PRE,202100,SK	: 	4.56 	14.48 	-0.08 	-5.80 	: 
RI,PCH_PRE,202100,UK	: 	5.37 	6.08 	3.92 	-0.90 	: 
RI,PCH_PRE,202200,AT	: 	-2.95 	14.43 	9.61 	-14.53 	: 
RI,PCH_PRE,202200,BE	: 	-0.36 	16.86 	28.42 	-6.63 	: 
RI,PCH_PRE,202200,BG	: 	-1.05 	7.76 	6.17 	-12.75 	: 
RI,PCH_PRE,202200,CY	: 	-7.09 	10.50 	12.02 	-15.32 	: 
RI,PCH_PRE,202200,CZ	: 	-1.30 	1.98 	0.97 	-2.88 	: 
RI,PCH_PRE,202200,DE	: 	3.52 	6.71 	4.24 	-10.36 	: 
RI,PCH_PRE,202200,DK	: 	4.16 	18.64 	11.31 	-8.62 	: 
RI,PCH_PRE,202200,EE	: 	0.94 	3.15 	2.02 	-4.83 	: 
RI,PCH_PRE,202200,EL	: 	1.77 	8.36 	22.68 	-14.50 	: 
RI,PCH_PRE,202200,EU27_2020	: 	-7.02 p	12.07 	9.34 	-13.26 	: 
RI,PCH_PRE,202200,EU28	: 	-6.60 p	11.68 	8.88 	-12.79 	: 
RI,PCH_PRE,202200,FI	: 	-1.97 	12.05 	13.37 	-12.77 	: 
RI,PCH_PRE,202200,FR	: 	-1.83 	16.00 	9.93 	-9.73 	: 
RI,PCH_PRE,202200,HR	: 	: c	: c	: c	: c	: 
RI,PCH_PRE,202200,HU	: 	-2.35 	-1.96 	-1.83 	-1.24 	: 
RI,PCH_PRE,202200,IT	: 	-3.48 	2.00 	4.83 	-3.00 	: 
RI,PCH_PRE,202200,LT	: 	-1.36 	8.07 	10.19 	-15.73 	: 
RI,PCH_PRE,202200,LU	: 	-4.04 	17.14 	14.18 	-15.17 	: 
RI,PCH_PRE,202200,LV	: 	0.11 	7.73 	1.98 	-10.11 	: 
RI,PCH_PRE,202200,NL	: 	-26.63 	20.98 	16.53 	-27.98 	: 
RI,PCH_PRE,202200,PL	: 	-1.66 p	8.11 	3.71 	-2.01 	: 
RI,PCH_PRE,202200,PT	: 	2.67 	8.38 	10.01 	-7.11 	: 
RI,PCH_PRE,202200,RO	: 	0.30 	3.76 	0.60 	-2.15 	: 
RI,PCH_PRE,202200,SE	: 	1.40 	11.54 	6.54 	-8.34 	: 
RI,PCH_PRE,202200,SI	: 	-0.06 	13.79 	11.96 	-13.73 	: 
RI,PCH_PRE,202200,SK	: 	-1.60 	9.70 	0.25 	-5.28 	: 
RI,PCH_PRE,202200,UK	: 	1.96 	4.26 	1.05 	-3.62 	: 
RI,PCH_PRE,202300,AT	: 	-2.92 	7.73 	4.71 	-8.59 	: 
RI,PCH_PRE,202300,BE	: 	-1.97 	16.67 	18.21 	-17.26 	: 
RI,PCH_PRE,202300,BG	: 	-3.34 	5.02 	4.89 	-9.20 	: 
RI,PCH_PRE,202300,CY	: 	-0.79 	11.28 	10.21 	-13.43 	: 
RI,PCH_PRE,202300,CZ	: 	-2.69 	4.58 	4.59 	-10.23 	: 
RI,PCH_PRE,202300,DE	: 	-2.50 	8.34 	8.47 	-10.16 	: 
RI,PCH_PRE,202300,DK	: 	4.21 	16.90 	12.37 	-5.21 	: 
RI,PCH_PRE,202300,EE	: 	-1.67 	7.73 	10.62 	-5.04 	: 
RI,PCH_PRE,202300,EL	: 	-0.53 	9.67 	15.46 	-8.95 	: 
RI,PCH_PRE,202300,ES	: 	3.92 	13.67 	7.49 	-12.90 	: 
RI,PCH_PRE,202300,EU27_2020	: 	-1.48 p	10.96 	7.76 	-9.46 	: 
RI,PCH_PRE,202300,EU28	: 	-1.37 p	10.92 	8.13 	-9.31 	: 
RI,PCH_PRE,202300,FI	: 	-1.46 	13.71 	12.13 	-9.91 	: 
RI,PCH_PRE,202300,FR	: 	-2.99 	17.04 	15.10 	-12.44 	: 
RI,PCH_PRE,202300,HR	: 	: c	: c	: c	: c	: 
RI,PCH_PRE,202300,HU	: 	-2.51 	7.59 	5.82 	-9.21 	: 
RI,PCH_PRE,202300,IE	: 	-1.91 	9.17 	8.75 	-9.74 	: 
RI,PCH_PRE,202300,IT	: 	1.41 	12.25 	8.51 	-12.21 	: 
RI,PCH_PRE,202300,LT	: 	-5.39 	22.51 	9.27 	-23.69 	: 
RI,PCH_PRE,202300,LU	: 	-4.09 	17.55 	14.59 	-15.49 	: 
RI,PCH_PRE,202300,LV	: 	-3.05 	8.94 	5.07 	-6.42 	: 
RI,PCH_PRE,202300,MT	: 	2.56 	0.01 	-0.32 	-8.64 	: 
RI,PCH_PRE,202300,NL	: 	-0.93 	8.28 	6.97 	-7.90 	: 
RI,PCH_PRE,202300,PL	: 	0.14 p	7.17 	4.73 	-6.60 	: 
RI,PCH_PRE,202300,PT	: 	1.26 	9.72 	8.93 	-8.08 	: 
RI,PCH_PRE,202300,RO	: 	-2.59 	12.10 	-3.51 	-5.62 	: 
RI,PCH_PRE,202300,SE	: 	1.60 	9.76 	6.89 	-3.10 	: 
RI,PCH_PRE,202300,SI	: 	-3.90 	6.43 	7.78 	-8.67 	: 
RI,PCH_PRE,202300,SK	: 	-5.16 	45.06 	15.27 	-20.36 	: 
RI,PCH_PRE,202300,UK	: 	-0.10 	10.51 	12.50 	-7.45 	: 
RI,PCH_PRE,202400,BE	: 	-2.71 	7.14 	8.23 	-6.93 	: 
RI,PCH_PRE,202400,BG	: 	-1.28 	-1.96 	-4.16 	0.53 	: 
RI,PCH_PRE,202400,CY	: 	-1.84 	1.76 	7.48 	-1.66 	: 
RI,PCH_PRE,202400,CZ	: 	: c	: c	: c	: c	: 
RI,PCH_PRE,202400,DE	: 	1.64 	-0.37 	-1.18 	0.50 	: 
RI,PCH_PRE,202400,EE	: 	-1.41 	-0.95 	-5.31 	-0.91 	: 
RI,PCH_PRE,202400,EL	: 	-0.43 	-0.77 	-0.95 	-0.83 	: 
RI,PCH_PRE,202400,ES	: 	-1.46 	-0.41 	-2.98 	-0.06 	: 
RI,PCH_PRE,202400,EU27_2020	: 	-1.09 p	3.92 	0.70 	0.09 	: 
RI,PCH_PRE,202400,EU28	: 	-1.09 p	3.92 	0.70 	0.09 	: 
RI,PCH_PRE,202400,FI	: 	0.47 	-0.11 	-2.35 	-1.18 	: 
RI,PCH_PRE,202400,FR	: 	-2.25 	-3.22 	-2.25 	-0.45 	: 
RI,PCH_PRE,202400,HR	: 	: c	: c	: c	: c	: 
RI,PCH_PRE,202400,HU	: 	2.17 	0.95 	-2.23 	-0.35 	: 
RI,PCH_PRE,202400,IE	: 	0.61 	-0.31 	2.71 	0.96 	: 
RI,PCH_PRE,202400,IT	: 	-0.68 	6.82 	1.35 	1.20 	: 
RI,PCH_PRE,202400,LT	: 	2.55 	8.54 	-1.94 	2.10 	: 
RI,PCH_PRE,202400,NL	: 	-15.37 	15.91 	21.91 	-9.80 	: 
RI,PCH_PRE,202400,PL	: 	-0.64 p	0.03 	-0.67 	-0.23 	: 
RI,PCH_PRE,202400,PT	: 	0.32 	-1.77 	-3.97 	-3.89 	: 
RI,PCH_PRE,202400,RO	: 	0.80 	7.64 	-0.74 	-5.84 	: 
RI,PCH_PRE,202400,SI	: 	-1.66 	3.53 	-0.43 	0.15 	: 
RI,PCH_PRE,202400,SK	: 	-1.03 	6.37 	37.74 	-17.30 	: 
RI,PCH_PRE,203000,AT	: 	7.20 	3.46 	-11.82 	-12.55 	: 
RI,PCH_PRE,203000,BE	: 	-0.89 	1.97 	-4.28 	-14.06 	: 
RI,PCH_PRE,203000,BG	: 	2.75 	19.69 	-4.56 	-17.31 	: 
RI,PCH_PRE,203000,CY	: 	-0.61 	-4.28 	2.05 	4.36 	: 
RI,PCH_PRE,203000,CZ	: 	4.57 	-1.02 	-11.11 	-15.00 	: 
RI,PCH_PRE,203000,DE	: 	4.43 	0.95 	-3.25 	-7.07 	: 
RI,PCH_PRE,203000,DK	: 	-3.17 	3.56 	-0.93 	-10.65 	: 
RI,PCH_PRE,203000,EE	: 	1.67 	-5.31 	-11.02 	-8.74 	: 
RI,PCH_PRE,203000,EL	: 	0.45 	-0.45 	-3.73 	-0.38 	: 
RI,PCH_PRE,203000,ES	: 	5.56 	2.10 	-6.48 	-7.89 	: 
RI,PCH_PRE,203000,EU27_2020	: 	3.67 p	-1.27 	-1.36 	-9.21 	: 
RI,PCH_PRE,203000,EU28	: 	3.40 p	-0.23 	-0.73 	-10.06 	: 
RI,PCH_PRE,203000,FI	: 	0.98 	0.94 	0.73 	-14.10 	: 
RI,PCH_PRE,203000,FR	: 	2.75 	2.60 	-4.11 	-11.38 	: 
RI,PCH_PRE,203000,HR	: 	: c	: c	: c	: c	: 
RI,PCH_PRE,203000,HU	: 	4.37 	0.75 	-8.93 	-13.09 	: 
RI,PCH_PRE,203000,IE	: 	4.27 	5.27 	-5.76 	-13.64 	: 
RI,PCH_PRE,203000,IT	: 	0.49 	0.33 	-3.38 	-5.91 	: 
