sizehatch,typ_rear,incubat,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 
GT200000,SHEN,UTI,PL	1592472.05 	1529620.56 	1468206.92 	1378802.36 	1324368.63 	1257801.26 	1138802.55 	1083026.60 	981402.80 	948898.70 	902887.40 	805869.40 	791295.90 	741283510.00 	710112920.00 	640062600.00 	544590840.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,PT	310106.00 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	291322.70 	: c	201315.00 	: 	: 	: 	: 	: 	: 	: 	: 	188658.7 	157924.1 	184008.8 	170348.3 	164268.2 	164307.6 	117325.3 	101414.5 	114419.8 	134322.1 	110776.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,RO	241096.70 	170114.20 	175197.20 	177925.70 	182747.90 	200063.10 	209881.30 	189879.90 	232659.20 	197043.70 	201723.00 	220807.90 	185188.10 	135862.30 	174417.50 	: 	6440.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,SE	: 	: c	: c	: c	: c	: c	: c	: c	: 	: c	: 	: 	: 	: 	: 	105845.00 	102306.00 	101783 	102106 	103590 	99097 	94739 	90621 	91442 	87964 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,SI	: c	: c	: c	: 	: c	: c	: c	: c	: c	: c	: 	: 	: c	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,SK	: c	: c	: c	: c	: c	: c	: c	: c	60520.00 	47638.00 	50442.00 	63461.00 	: 	77124.00 	72270.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,TR	1679624.57 	1666721.12 	1643926.44 	1641546.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,UK	: 	: 	1121225.00 	: 	0.00 	1009964.00 	984056.00 	: c	: c	: c	955257.00 	: c	884618.00 	: 	106606.40 	273118.00 	255484.00 	256087 	479668 	13658 	0 	0 	212015 	0 	0 	0 	902511 	853444 	824222.8 	815299.8 	804671.8 	719066.8 	787003 	747218 	670575 	621815 	602122 	553950 	552149 	533169 	510058 	515410 	494738 	480124 	472333 	413231 	: 	: 
GT500000,SHEN,CAP,AT	: c	: c	: c	9804.32 	8986.45 	8986.45 	9128.48 	8525.60 	8583.20 	7892.00 	8468.00 	9024.80 	6144.80 	5439.20 	5439.20 	5439.20 	5439.20 	5473.76 	5474 	4336 	4609 	4519.7 	4411.2 	3758.4 	3055.2 	3717.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,BA	2274.00 	2364.00 	2831.00 	2831.00 	2757.00 	2757.00 	4403.00 	21470.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,BE	26430.00 	27337.00 	29619.00 	25954.00 	25148.00 	24828.00 	20736.00 	20736.00 	20736.00 	20736.00 	21526.00 	21534.40 	21525.00 	21074.00 	21227.00 	20449.00 	21593.00 	21552 	: 	: 	19985.4 	18786 	17331 	14400 	14566 	12259 	11609 	11122 	10508 	10442 	9198 	8881.5 	7274 	7318 	5578 	6588 	6623 	6124 	5665 	4315 	4315 	4315 	4047 	4047 	4047 	3997 	: 	: 
GT500000,SHEN,CAP,BG	9977.00 	11178.00 	10681.00 	11855.00 	10292.00 	12812.00 	9020.42 	90165.34 	97874.50 	105544.00 	95290.50 	7545.00 	90112.00 	89583.40 	71736.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,CY	: 	: c	: 	: 	0.00 	506.62 	633.60 	633.60 	633.60 	1612.80 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,CZ	29044.54 	29044.54 	28867.78 	28840.38 	25921.98 	25000.38 	24400.38 	25990.62 	23225.82 	21281.61 	21281.61 	22511.00 	22511.00 	22510.61 	22510.61 	17436.63 	15936.63 	2000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,DE	81582.00 	80306.00 	80361.00 	: 	: 	75134.28 	74121.98 	77750.03 	73061.90 	73827.80 	68332.90 	65225.40 	57395.00 	53338.70 	46901.00 	44056.60 	46534.00 	46189 	41716 	39215.8 	37018.4 	36973.3 	35963.6 	37558.5 	37115.2 	37883 	38670.4 	36510.5 	39550.5 	: b	: c	23024.9 p	23924 	23140 	22048 	21463 p	23058 p	22024 p	20930 p	21785 	21800 p	20619 p	20275 p	19270 p	18901 p	16408 	0 p	0 p
GT500000,SHEN,CAP,DK	: c	: c	: c	: c	10857.00 	: 	: 	10672.00 	10672.00 	10672.00 	10672.00 	10672.00 	10672.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9175 	9175 	9175 	9175 	9175 	9175 	8696 	5389 	5389 	5274 	5274 	4734 	5484 	4793 	4793 	4793 	5393 	5205 	5205 	5205 	5205 	: 	: 
GT500000,SHEN,CAP,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: c	691.20 	691.20 	691.20 	691.20 	691.20 	691.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,EL	14852.00 	15432.00 	: c	: c	: c	: c	: c	: c	: c	13117.80 p	: c	: c	: c	: c	: c	: c	10321.00 	12476 	9831 	13176 	: 	6743 	5006 	4844 	5863 	5863 	6789 	6013 	6013 	5143 	5085 	4482 	3922 	3963 	3969 	3969 	3969 	3969 	3969 	3819 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,ES	62524.48 p	59068.38 p	57134.58 p	53574.99 p	59694.87 	65389.27 p	64644.45 p	63049.90 p	59659.40 p	60332.20 p	83922.50 	83922.00 p	102.30 p	114635.70 	112055.60 	110675.90 	69612.30 	74160.1 	79258.1 	49782.7 	65395 	67183 	74584 	72629 	72512 	54092 	52349 	50986 	50753 	44257 	41696 	43618 	37116 	42729 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	499352.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,FI	6688.00 	6688.00 	6688.00 	6688.00 	4869.00 	4869.00 	4864.00 	4864.00 	4864.00 	4864.00 	4864.00 	4864.00 	4743.00 	4127.00 	4127.00 	4527.00 	3802.00 	3802 	3802 	2802 	3274 	3021 	3021 	2474 	2482 	2331 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,FR	: 	90000.00 p	100000.00 p	90000.00 p	90000.00 p	95000.00 p	95000.00 p	95000.00 	92002.50 	92002.50 	91025.90 p	97832.50 p	97832.50 	97832.50 	93946.00 	90646.00 	93628.00 	98397.1 	98329.1 	: 	: 	: 	: 	: 	: 	98341 	91055 	88583 	85237 	80324 	76906.9 	70676.9 	67280.9 	69950 	56036 	58921 	59563 	61213 	61739 	52939 	39236 	28630 	22702 	21772 	19908 	17746 	: 	: 
GT500000,SHEN,CAP,HR	5525.00 	5281.00 	: c	: c	: c	: c	: c	: c	: 	: 	: 	5118.00 	5118.00 	5998.00 	6005.00 	6006.00 	5992.00 	5692 	5661 	5641 	5645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,HU	22780.06 	22780.06 	23829.34 	25842.90 	25059.20 	41044.40 	37248.80 	39854.00 	30593.20 	31513.90 	31691.50 	28909.90 	28324.20 	28046.20 	32993.00 	30392.60 	34236.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,IE	5477.00 	5477.00 	5477.00 	5477.00 	5477.00 	5477.00 	5477.00 	5477.00 	5477.00 	5477.00 	5477.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3980.5 	2820.4 	2585.2 	2585.2 	2460.8 	1934.8 	1706.8 	1290.4 	1208.3 	1176 	1176 	576 	576 	576 	550.4 	550.4 	504.6 	504.6 	504.6 	504.6 	504.6 	: 	: 
GT500000,SHEN,CAP,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,IT	29856.00 	27533.00 	30336.00 	37602.00 	23898.00 	20305.00 	28533.00 	29755.00 	31649.00 	40733.00 	: 	27158.51 	2099.00 	88311.00 	88311.00 	: 	90111.00 	92861 	92861 	92861 	99904 	: 	87007 	83404 	83348 	83249 	83431 	81477 	79735 	79034 	72050 	54187 	54209 	52298 	40893 	30947 	17774 	23574 	24725.8 	30012.1 	28727.7 	30499.3 	29830.7 	27171.5 	26552.5 	26269.2 	: 	: 
GT500000,SHEN,CAP,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT500000,SHEN,CAP,LV	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	1143.00 	1143.00 	1143.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,MT	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,NL	52426.00 	66005.00 	64269.00 	64343.00 	54704.00 	: 	7500.00 	825000.00 	7137.00 	7137.00 	7735.00 	6538.00 	6538.00 	: 	7137.00 	: 	7787.00 	: 	: 	: 	: 	: 	: 	: 	: 	67017 	47881 	47192 	47192 	42865 	38900 	38200 	37393 	35671 	33906 	32242 	32628 	28649 	26095 	25816 	22860 	22560 	20766 	17945 	15815 	14535 	: 	: 
GT500000,SHEN,CAP,PL	115479.40 	113654.86 	98958.45 	96281.85 	87727.16 	83475.70 	77387.54 	88813.33 	79215.70 	133795.20 	133874.10 	133577.90 	123669.30 	98949.00 	111590.00 	112114.00 	113550.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,PT	26382.00 	26382.00 	25286.00 	: c	25245.00 	25245.00 	25159.29 	24646.72 	24647.00 	26506.00 	27516.50 	28243.70 	20999.50 	20999.50 	20999.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	19516 	17778 	15688 	16857 	14885 	14181 	11260 	11544 	9676 	9981 	6898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,RO	34318.50 	34318.50 	34318.50 	34318.50 	34318.50 	34318.50 	34348.50 	17365.00 	17365.00 	17365.00 	14623.00 	15515.00 	13839.00 	8699.00 	8716.00 	: 	20821.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,SE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	5911200.00 	5911200.00 	5911200 	5911200 	4701800 	4701800 	4701800 	4701800 	4701800 	4701800 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,SI	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,SK	: c	: c	: c	: c	: c	: c	5412.00 	: c	5717.00 	5717.00 	5717.00 	5717.00 	6708.00 	7629.00 	7934.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,TR	158026.30 	156224.45 	152032.44 	144319.22 	138040.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,CAP,UK	: 	132870.00 	124930.00 	128687.00 	120326.00 	110712.00 	108861.00 	108830.00 	104979.00 	102917.00 	103178.00 	103414.00 	103592.00 	: 	116804.70 	116947.20 	118409.20 	117074.3 	113938.4 	114794.5 	113337.8 	111776 	115514.9 	114528.6 	109342.2 	103666.6 	69270 	61387 	57160 	60659 	53462 	49586 	45068 	43229 	39338 	40029 	38810 	36967 	35276 	34136 	34984 	34527 	34470 	34485 	34367 	39540 	: 	: 
GT500000,SHEN,HAT,AT	: c	: c	: c	6.00 	6.00 	6.00 	6.00 	5.00 	5.00 	5.00 	5.00 	6.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5 	5 	4 	5 	5 	5 	4 	3 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,BA	3.00 	3.00 	4.00 	4.00 	4.00 	4.00 	5.00 	6.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,BE	13.00 	14.00 	14.00 	13.00 	12.00 	12.00 	12.00 	12.00 	12.00 	12.00 	13.00 	13.00 	13.00 	13.00 	14.00 	14.00 	15.00 	15 	: 	: 	17 	15 	15 	13 	15 	13 	12 	12 	12 	12 	12 	12 	10 	11 	9 	9 	9 	9 	8 	6 	6 	6 	6 	6 	6 	6 	: 	: 
GT500000,SHEN,HAT,BG	11.00 	11.00 	10.00 	13.00 	14.00 	16.00 	14.00 	12.00 	14.00 	21.00 	19.00 	4.00 	22.00 	24.00 	20.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,CY	: 	: c	: 	: 	0.00 	1.00 	1.00 	1.00 	1.00 	4.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,CZ	9.00 	9.00 	9.00 	9.00 	9.00 	9.00 	8.00 	9.00 	8.00 	8.00 	8.00 	8.00 	8.00 	8.00 	8.00 	6.00 	5.00 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,DE	18.00 	17.00 	18.00 	: 	: 	19.00 	20.00 	20.00 	20.00 	21.00 	22.00 	20.00 	19.00 	22.00 	20.00 	21.00 	23.00 	22 	21 	21 	21 	22 	23 	24 	24 	25 	25 	25 	24 	: b	: c	16 	16 	15 	14 	14 	16 	15 	15 	16 	17 	17 	16 	14 	13 	13 	: 	: 
GT500000,SHEN,HAT,DK	: c	: c	: c	: c	2.00 	: 	: 	2.00 	2.00 	2.00 	2.00 	2.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	4 	4 	4 	4 	4 	5 	4 	4 	4 	4 	3 	4 	4 	4 	4 	5 	5 	5 	5 	5 	: 	: 
GT500000,SHEN,HAT,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: c	: c	6.00 	6.00 	6.00 	6.00 	1.00 	1.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,EL	11.00 	12.00 	: c	: c	: c	: c	: c	: c	: c	12.00 p	: c	: c	: c	: c	: c	: c	10.00 	11 	11 	12 	: 	9 	7 	7 	8 	8 	10 	8 	8 	7 	7 	6 	5 	5 	5 	5 	5 	5 	5 	5 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,ES	36.00 p	35.00 p	34.00 p	32.00 p	36.00 	39.00 p	38.00 p	36.00 p	35.00 p	36.00 p	38.00 	38.00 p	38.00 p	40.00 	39.00 	39.00 	40.00 	39 	40 	35 	39 	41 	51 	46 	43 	45 	41 	53 	49 	46 	51 	51 	42 	47 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	303 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,FI	4.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	5.00 	4.00 	4 	4 	3 	3 	3 	3 	3 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,FR	: 	48.00 p	46.00 p	48.00 p	48.00 p	51.00 p	51.00 p	51.00 	51.00 	51.00 	50.00 p	48.00 p	48.00 	48.00 	47.00 	46.00 	50.00 	53 	54 	52 	55 	56 	55 	54 	54 	51 	50 	51 	50 	48 	48 	49 	49 	45 	44 	47 	49 	50 	53 	48 	39 	32 	27 	27 	25 	23 	: 	: 
GT500000,SHEN,HAT,HR	3.00 	3.00 	: c	: c	: c	: c	: c	: c	: c	: 	: 	3.00 	3.00 	5.00 	5.00 	5.00 	5.00 	4 	4 	4 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,HU	15.00 	15.00 	15.00 	18.00 	18.00 	16.00 	18.00 	22.00 	25.00 	25.00 	24.00 	23.00 	22.00 	22.00 	26.00 	23.00 	24.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,IE	2.00 	2.00 	2.00 	2.00 	2.00 	2.00 	2.00 	2.00 	2.00 	2.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	3 	3 	3 	3 	3 	3 	2 	2 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	: 	: 
GT500000,SHEN,HAT,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,IT	17.00 	16.00 	18.00 	23.00 	15.00 	14.00 	17.00 	18.00 	20.00 	25.00 	: 	14.00 	1.00 	50.00 	50.00 	: 	51.00 	59 	59 	59 	50 	: 	48 	48 	48 	47 	47 	48 	49 	54 	46 	37 	53 	48 	46 	39 	18 	23 	24 	30 	29 	30 	29 	25 	25 	25 	: 	: 
GT500000,SHEN,HAT,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT500000,SHEN,HAT,LV	: c	: c	: c	: c	: c	: c	2.00 	: c	: c	: c	: c	: c	: c	2.00 	2.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,MT	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,NL	15.00 	14.00 	14.00 	15.00 	17.00 	: 	6.00 	20.00 	6.00 	20.00 	7.00 	19.00 	5.00 	: 	6.00 	: 	7.00 	: 	: 	: 	: 	: 	: 	: 	: 	45 	44 	48 	48 	40 	37 	36 	35 	34 	33 	34 	34 	30 	30 	29 	26 	27 	24 	20 	19 	16 	: 	: 
GT500000,SHEN,HAT,PL	50.00 	53.00 	52.00 	51.00 	51.00 	52.00 	47.00 	49.00 	46.00 	49.00 	49.00 	40.00 	47.00 	43.00 	49.00 	50.00 	42.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,PT	10.00 	11.00 	11.00 	: c	11.00 	11.00 	11.00 	12.00 	12.00 	13.00 	14.00 	15.00 	14.00 	14.00 	14.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	19 	18 	16 	18 	16 	15 	14 	15 	12 	13 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,RO	19.00 	19.00 	19.00 	19.00 	19.00 	19.00 	19.00 	19.00 	19.00 	19.00 	16.00 	23.00 	18.00 	13.00 	13.00 	: 	223.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT500000,SHEN,HAT,SE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	3.00 	3.00 	3 	3 	3 	3 	3 	3 	3 	3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
