sizehatch,typ_rear,incubat,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 
GT200000,SHEN,LAY,IT	: 	: 	14375.00 	13387.00 	1856.00 	: 	: 	72058.00 	77131.00 	97807.00 	: 	: 	: 	100762.00 	100030.00 	: 	101709.00 	99793 	99592 	93076 	95828 	: 	106090 	57684 	60545 	60112 	63823 	55478 	59123 	62950 	62726 	53895 	55329.4 	74096 	53751.8 	48735.4 	49782 	62903 	73249.8 	92749.2 	88145.1 	78369.5 	87710.3 	86535 	76968.6 	77872.2 	: 	: 
GT200000,SHEN,LAY,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT200000,SHEN,LAY,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: 	: 	: 	2799.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,MT	: c	: c	: c	: 	: c	: c	: 	: 	: 	0.00 	: 	: 	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,NL	148987.00 	165472.00 	151237.00 	167256.00 	137802.00 	: 	124791.00 	107810.00 	110340.00 	105812.00 	116756.00 	108.00 	105927.00 	: 	96600.00 	: 	90625.00 	: 	: 	: 	: 	: 	: 	: 	: 	82711 	96267 	102165 	103202 	96116 	97600 	94421 	102641 	105305 	101108 	103962 	106382 	105816 	84773 	84412 	68521 	61687 	54354 	47043 	34677 	26644 	: 	: 
GT200000,SHEN,LAY,PL	84751.25 	87111.21 	83030.88 	82906.17 	72330.77 	71077.98 	65989.85 	66466.15 	70862.50 	68631.20 	79379.40 	51560.80 	36278.20 	41514491.00 	40870316.00 	46017784.00 	46456883.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,PT	15559.00 	16335.00 	: c	: c	14357.00 	11392.00 	: c	6541.18 	19482.00 	: c	: c	: c	22945.70 	28141.60 	: 	9490.00 	: 	: 	: 	: 	: 	: 	: 	: 	4966.7 	4981.8 	5887 	6118.8 	5418.1 	6031.2 	17140.5 	46467.6 	32983.8 	14053.9 	11924.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,RO	1500.30 	187.00 	790.70 	848.80 	1491.90 	3771.60 	4106.20 	5427.00 	8805.60 	10174.20 	9950.50 	2775.40 	5972.80 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,SE	: 	: c	: c	: c	: c	: c	: c	: c	: 	: c	: 	: 	: 	: 	: 	0.00 	5754.00 	0 n	0 	0 	0 	0 	0 	7811 	8149 	1514 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,SI	: c	: c	: c	: 	: c	: c	: c	: c	: c	: c	: 	: 	: c	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,SK	: c	: c	: c	: 	: c	: c	: c	: c	15969.00 	11476.00 	14483.00 	13588.00 	: 	11879.00 	11718.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,TR	: 	191709.21 	: 	183343.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,LAY,UK	: 	: 	111422.00 	: 	1057241.00 	107009.00 	100915.00 	99544.00 	: c	91620.00 	97760.00 	94225.00 	87552.00 	: 	101982.60 	104004.60 	109920.50 	111630.4 	104371.6 	97838.6 	103013.9 	96644.9 	101999.4 	112366.3 	114577.1 	146099.6 	81720 	80227 	81352 	83167 	80874 	76521 	81657 	91607 	93086 	96725 	88924 	93058 	102669 	104588 	100807 	111188 	118379 	122036 	117848 	114720 	: 	: 
GT200000,SHEN,MIX,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,BA	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	3444.00 e	3457 e	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT200000,SHEN,MIX,BG	: c	: c	: c	582.00 	: c	952.77 	929.31 	2900.54 	: c	: c	2137.80 	1589.00 	1503.00 	1836.60 	1415.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,CY	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT200000,SHEN,MIX,DK	: c	: c	: c	: c	0.00 	: 	: 	: 	: 	: 	: 	: 	5888.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT200000,SHEN,MIX,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,EL	1498.00 	1679.00 	: c	: c	: c	: c	: c	: c	: c	2479.00 p	: c	: 	: c	: 	: 	: c	2893.00 	1570 	4689 	3550 	: 	2526 	2892 	2608 	2570 	2753 	4382 	4354 	6172 	2283 	5059 	4348 	5346 	3510 	3733 	3703 	4257 	4165 	3934 	0 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,ES	0.00 p	0.00 p	0.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 p	0.00 p	7513.50 p	0.00 	0.00 p	0.00 p	0.00 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	2341 	2415 	2113 	2091 	2401 	2377 	2178 	2045 	2165 e	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,FI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,FR	: 	30000.60 p	30426.55 p	28012.65 p	35421.74 p	37753.85 p	35915.78 p	: c	: c	: c	: c	: c	: c	: c	: c	11661.60 	: 	: 	: 	: 	: 	13792 	13795 	13166 	13753 	17294 	19004.2 	16501.2 	15584.9 	14819.3 	14904.1 	13343 	16867 	22107 	19826 	17027 	15920 	12832 	12791 	13473 	11923 	10778 	9647 	9856 	10133 	9753 	: 	: 
GT200000,SHEN,MIX,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,HU	: c	: c	6099.34 	6259.31 	5204.02 	6213.74 	5211.09 	4227.76 	: c	4765.90 	7002.20 	5765.80 	5838.30 	6544.80 	5123.00 	6793.00 	5158.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT200000,SHEN,MIX,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,IT	5347.00 	3258.00 	4469.00 	10655.00 	11730.00 	18874.00 	10904.00 	11426.00 	15835.00 	15752.00 	: 	18729.60 	: 	14430.00 	14258.00 	: 	16751.00 	15484 	17903 	16888 	19734 	: 	24427 	32052 	19534 	24898 	29074 	30170 	26454 	31845 	34682 	20044 	18648.3 	14636 	15761 	21143.2 	13040 	12059 	9577.6 	12595.2 	8884.8 	11550.5 	9043 	9067 	8224.6 	13037.1 	: 	: 
GT200000,SHEN,MIX,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT200000,SHEN,MIX,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,MT	0.00 	0.00 	0.00 	: 	0.00 	: c	: 	: 	: 	0.00 	: 	: 	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,NL	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT200000,SHEN,MIX,PL	11326.10 	13067.06 	15209.80 	13014.43 	12201.03 	12860.22 	11587.54 	10698.52 	10399.10 	8873.10 	9379.80 	8486.30 	21485.60 	25731576.00 	26508975.00 	27702101.00 	30499056.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,PT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1117.6 	1264.8 	861.5 	1545.3 	253.7 	731.8 	1604.6 	662.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,RO	7663.70 	4181.56 	2608.80 	2836.40 	3364.60 	3234.00 	1936.30 	2819.80 	3168.40 	2159.50 	3124.00 	0.00 	0.00 	0.00 	0.00 	: 	109950.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,SE	: 	: c	: c	: c	0.00 	: c	: c	: c	: 	: c	: 	: 	: 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,SI	0.00 	0.00 	: c	: 	: c	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,SK	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: c	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,MIX,UK	: 	: 	0.00 	: 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT200000,SHEN,UTI,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	3304 	10621 	8093 	59929.4 	58662.8 	65954.4 	63523.6 	61228.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,BA	47573.00 	47092.00 	45844.00 	44961.00 	45771.00 	39705.00 	39002.00 	32700.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,BE	: c	: c	: c	: c	365322.00 	355470.00 	331341.00 	321007.00 	310496.00 	306193.00 	: c	300536.60 	275344.00 	283876.00 	263432.00 	6118.00 	263432.00 	265865 	: 	: 	273801.2 	267707 	268114 	243301 	230068 	214824 	169380 	159062 	148506 	137396 	126493.9 	119359 	113232 	109663 	103969 	95262 	94193 	90880 	97867 	83268 	70340 	71748 	66965 	65656 	69576 	63623 	: 	: 
GT200000,SHEN,UTI,BG	: c	94027.00 	98810.00 	: c	: c	95823.97 	88457.93 	83086.64 	90190.10 	87720.00 	89429.10 	81322.00 	82340.00 	80056.10 	65349.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,CY	: 	: c	: 	: 	0.00 	2416.47 	14637.44 	15438.12 	17549.20 	18620.10 	19534.40 	: 	20581.00 	20742.30 	: 	22125.80 	: 	24770.4 	25780.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,CZ	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	241124.00 	251611.00 	: c	258271.66 	253738.61 	241874.03 	240332 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,DE	: 	: 	: 	: 	: 	877743.02 	873648.85 	855828.97 	853227.30 	850344.60 	827318.60 	783957.20 	705500.50 	651740.30 	574918.70 	: 	530244.00 	512350.6 	458028.7 	: 	: 	: 	: 	409814.2 	: c	387112.9 	: c	407129.5 	399415 	: b	307541.2 	297731.2 	295083 	291504.9 	280067.7 	277087.4 	297761.7 	300557 	326383.3 	327357.3 	322327.3 	313485.1 	308933.3 	291202.8 	266203.1 	233357 	: 	: 
GT200000,SHEN,UTI,DK	: c	: c	: c	: c	168143.00 	: 	: 	133687.49 	125185.10 	152233.01 	126842.57 	135490.69 	132907.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	144360 	147148 	142934.9 	140144.9 	123824 	120100.9 	122542 	114015 	110369 	102556 	102988 	93036 	99274 	103423 	97038 	88720 	92062 	94694 	92101 	91420 	82133 	: 	: 
GT200000,SHEN,UTI,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: c	: c	11906.00 	12291.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,EL	181691.00 	185320.00 	: c	: c	: c	: c	: c	: c	: c	145571.00 p	: c	: c	: c	: c	: c	: c	133811.00 	125200 	124900 	130404 	: 	109311 	97276 	94200 	89625 	107448 	100613 	103691.9 	102421 	93850 	90066.9 	87497 	81883 	81635 	75967 	76448 	65511 	74484 	75709 	79047 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,ES	743555.09 p	763816.39 p	757612.18 p	724414.32 p	769991.53 	796742.10 p	771096.10 p	751633.50 p	738302.80 p	651915.10 p	746671.70 	746671.70 p	724967.80 p	736330.30 	72726.20 	710011.30 	704664.70 	744462.9 	682847.4 	768570.9 	744054 	732579 	749860 	742968 	684161 	717769 	680919 	634287 	642972 	682117 	633324.9 	638463.6 	615921.9 	600956.8 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,FI	114921.00 	106564.00 	105996.00 	97537.00 	94652.00 	86461.00 	80363.00 	82479.00 	83402.00 	80480.00 	78184.00 	70460.00 	75794.00 	75243.00 	71964.00 	75785.00 	67406.00 	66201 	65335 	63147 	57885 	54739 	52591 	51958 	46133 	39065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,FR	: 	1029308.33 p	1057660.19 p	1107400.65 p	1112975.13 p	1137251.70 p	1150773.62 p	: c	: c	: c	: c	: c	: c	: c	: c	1001302.00 	: 	: 	: 	: 	: 	1191443 	1265942 	1224984 	1180619 	1120963 	1089953.1 	1046002.3 	1017643.5 	997977.8 	952690.9 	853642 	826293.7 	796707 	743558 	729572 	711201 	719549 	772494 	707231 	595437 	517496 	484378 	425965 	394015 	353951 	: 	: 
GT200000,SHEN,UTI,HR	61882.00 	57237.00 	: c	: c	: c	: c	: c	: c	: 	: 	: 	: c	: c	53923.00 	51485.00 	52025.00 	52941.00 	50229 	47265 	45931 	41644 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,HU	299705.19 	295992.61 	281175.96 	302744.33 	264926.82 	303304.25 	231874.08 	221470.16 	204387.10 	187726.60 	219263.60 	196686.10 	187443.40 	188122.60 	177251.70 	11113.80 	13015.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,IE	117649.00 	112975.00 	107487.00 	103931.00 	98842.00 	91015.00 	84888.00 	: 	83119.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69290.1 	55264.9 	53333.6 	50063.9 	48052.5 	35319.5 	29815.9 	31863.8 	30554 	30373.8 	25445.7 	15914.8 	10943.4 	16971.7 	17855.5 	19234.7 	20350.3 	19493.1 	20501.2 	19692 	17375 	: 	: 
GT200000,SHEN,UTI,IS	4860.00 e	5668.00 e	5230.00 e	5668.00 e	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,IT	572646.00 	556429.00 	566248.00 	547871.00 	386012.00 	455977.00 	451333.00 	503426.00 	446702.00 	585979.00 	: 	343013.56 	: 	475288.00 	480208.00 	: 	45638.00 	496404 	491977 	486663 	514828 	: 	565732 	491637 	479066 	503070 	499041 	491523 	511415 	508878 	479713.8 	494247.9 	482229.8 	467823 	366877 	354531.6 	352550 	433685 	369152.6 	440908.7 	410258.4 	418651.3 	403150.4 	372502.8 	358923.7 	326618.8 	: 	: 
GT200000,SHEN,UTI,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: c	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
GT200000,SHEN,UTI,LV	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	12003.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,MT	: c	: c	: c	: 	: c	: c	: 	: 	: 	0.00 	: 	: 	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GT200000,SHEN,UTI,NL	618275.00 	798935.00 	786026.00 	768192.00 	658864.00 	: 	672189.00 	687468.00 	815732.00 	784182.00 	697058.00 	686.00 	805285.00 	: 	578180.00 	: 	213.00 	: 	: 	: 	: 	: 	: 	: 	: 	597135 	604531 	563869 	560760 	529358 	463300.9 	457876.9 	464122 	484984 	462671 	438468 	446949 	456543 	452860 	472700 	425531 	413394 	398069 	397249 	388620 	362238 	: 	: 
