currency,prod_veg,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
NAC,06110000,CZ	1170.00 	1095.00 	1200.00 	980.00 	944.00 	950 	976 	962 	985.60 	860.70 	780.80 	1037.10 	1025.60 	859.80 	779.00 	837.30 	822.50 	815.30 	847.00 	700.60 
NAC,06110000,DE	44.54 	67.51 	57.47 	46.10 	41.68 	45.08 	59.84 	47.41 	49.17 	40.43 	38.14 	50.70 	42.81 	40.14 	32.56 	40.02 	45.95 	41.24 	36.38 	32.84 
NAC,06110000,DK	326.00 	340.00 	304.00 	289.00 	326.00 	329.00 	352.00 	380.16 	503.00 	409.00 	396.00 	442.00 	476.00 	437.00 	359.00 	520.00 	507.00 	431.00 	391.00 	352.00 
NAC,06110000,EL	61.35 	64.87 	58.30 	55.76 	60.33 	62.28 	63.89 	63.36 	62.50 	61.24 	67.22 	66.24 	57.99 	52.57 	51.13 	58.81 	59.37 	54.62 	44.86 	35.85 
NAC,06110000,ES	43.38 	54.07 	43.82 	43.02 	37.73 	40.28 	48.83 	43.44 	34.22 	34.46 	29.90 	39.19 	42.25 	33.03 	28.59 	36.88 	39.43 	36.21 	29.29 	25.51 
NAC,06110000,FI	158.92 	147.78 	164.03 	146.71 	163.70 	160.23 	166.41 	157.09 	158.59 	147.57 	119.95 	128.12 	152.52 	118.42 	87.27 	146.68 	142.46 	100.36 	114.37 	89.98 
NAC,06110000,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41.26 	48.03 	48.60 	46.59 	34.18 	39.24 	35.58 	32.99 	35.18 	27.93 
NAC,06110000,HR	279.79 	272.60 	296.69 	280.51 	227.06 	206.99 	244 	316 	272 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06110000,HU	9588.00 	8343.00 	10734.00 	8203.00 	7998.00 	6819.00 	8312.00 	8360 	9658.00 	7767.00 	4983.00 	5077.00 	9189.00 	5842.00 	4010.00 	4564.00 	5149.00 	4265.00 	1410.00 	1840.00 
NAC,06110000,IT	51.71 	67.00 	53.99 	54.00 	44.18 	43.83 	56.76 	44.25 	33.92 	40.40 	40.07 	45.16 	37.96 	33.00 	31.12 	40.92 	39.32 	38.80 	33.39 	25.55 
NAC,06110000,LT	37.59 	46.27 	39.19 	36.69 	40.07 	144.26 	116.30 	138.06 	154.94 	124.27 	32.79 	27.83 	68.79 	35.85 	59.02 	80.61 	85.85 	12.30 	9.20 	23.70 
NAC,06110000,LU	140.00 	140.00 	143.00 	138.00 	138.00 	130 	140 	143 	124 	124 	117 	105.00 	105.00 	100.00 	100.00 	100.00 	105.00 	82.00 	86.00 	45.00 
NAC,06110000,LV	62.90 	59.70 	49.47 	36.55 	33.35 	31.99 	16.15 	27.88 	19.14 	26.04 	15.16 	20.09 	15.74 	12.58 	6.54 	14.42 	5.23 	4.25 	3.53 	4.27 
NAC,06110000,MT	56.99 	47.01 	42.58 	45.99 	44.83 	39.85 	42.73 	47.75 	34.67 	34.50 	35.93 	34.89 	35.26 	30.94 	35.45 	34.73 	48.92 	41.93 	32.01 	33.92 
NAC,06110000,NL	61.10 	85.47 	68.89 	48.68 	48.21 	55.05 	74.09 	58.62 	54.00 	45.00 	36.00 	52.00 	42.00 	42.00 	30.00 	43.00 	47.00 	36.00 	34.95 	27.25 
NAC,06110000,PL	65.98 p	61.93 	103.80 	58.64 	77.79 	52.88 	84.46 	73.05 	84.60 	63.94 	31.91 	40.81 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06110000,PT	67.00 	69.15 	69.88 	63.85 	57.12 	58.95 	69.50 	62.48 	64.92 	57.33 	57.67 	65.54 	61.50 	53.60 	56.34 	59.24 	50.85 	43.63 	42.90 	39.51 
NAC,06110000,RO	246.00 	269.00 	277.00 	267.00 	267.00 	275.00 	279 	268 	262.00 	216.00 	222.00 	262.00 	223.00 	200.00 	177.00 	139.54 	128.63 	122.31 	92.20 	91.26 
NAC,06110000,SE	967.60 	877.70 	901.10 	573.70 	628.50 	619.80 	613 	669 	596 	647.00 	549.00 	574.00 	486.60 	469.16 	455.00 	397.40 	422.50 	448.49 	404.68 	329.84 
NAC,06110000,SI	49.02 	39.14 	62.85 	49.49 	46.11 	40.99 	57.52 	47.36 	45.20 	41.06 	43.45 	59.22 	41.85 	31.60 	30.86 	30.22 	36.57 	30.58 	29.13 	25.22 
NAC,06110000,SK	37.40 	38.39 	41.75 	34.72 	33.33 	35.02 	36.24 	39.3 	39.70 	39.39 	33.88 	38.94 	35.22 	30.84 	25.69 	30.84 	36.45 	35.48 	31.97 	24.23 
NAC,06110000,UK	91.64 	94.74 	81.87 	68.99 	66.54 	70.7 	78.64 	80.57 	70.83 	65.56 	62.82 	60.29 	57.91 	51.12 	47.15 	52.61 	55.13 	45.31 	41.82 	40.87 
NAC,06120000,AT	102.11 	118.51 	105.39 	79.88 	73.11 	90.3 	70.05 	74.18 	75.70 	73.60 	63.30 	69.15 	57.56 	52.35 	47.32 	53.84 	65.61 	61.76 	44.84 	38.59 
NAC,06120000,BE	36.56 	55.32 	62.02 	48.28 	58.76 	51.18 	94.67 	54.96 	54.52 	54.10 	85.54 	77.44 	95.38 	66.65 	61.91 	61.78 	62.00 	66.00 	58.00 	50.20 
NAC,06120000,BG	84.32 	97.66 	77.01 	116.08 	76.04 	94.47 	90.25 	93.64 	128.97 	139.66 	133.21 	: 	: 	40.00 	36.84 	16.05 	14.11 	16.51 	14.29 	20.83 
NAC,06120000,CY	131.62 	119.27 	106.10 	70.80 	112.30 	98.00 	107.20 	94.10 	93.70 	101.00 	113.8 	125.8 	52.76 	47.22 	49.28 	: 	: 	: 	: 	: 
NAC,06120000,CZ	1404.00 	1119.00 	1540.00 	1438.00 	1138.00 	1020 	1125 	1115 	1004.90 	1175.50 	840.00 	1131.90 	1113.30 	1039.10 	1000.20 	1037.30 	1046.70 	870.30 	1064.40 	660.50 
NAC,06120000,DE	62.15 	63.66 	77.44 	57.81 	54.10 	44.31 	59.36 	57.98 	45.21 	54.24 	39.96 	59.00 	43.48 	40.54 	37.93 	33.48 	48.70 	41.54 	49.07 	35.68 
NAC,06120000,DK	484.00 	515.00 	526.00 	553.00 	706.00 	641.00 	638.28 	769.00 	603.00 	612.00 	452.00 	744.00 	501.00 	560.00 	513.00 	815.00 	709.00 	479.00 	700.00 	413.00 
NAC,06120000,EL	100.69 	103.98 	104.52 	106.84 	149.55 	141.51 	152.29 	140.6 	134.33 	138.28 	143.80 	128.39 	121.86 	104.34 	86.92 	91.09 	96.84 	87.60 	72.47 	65.05 
NAC,06120000,ES	56.84 	55.96 	55.91 	55.43 	54.78 	47.53 	61.72 	48.97 	42.74 	50.74 	51.64 	57.73 	55.67 	42.97 	42.02 	50.88 	57.29 	47.99 	33.84 	35.61 
NAC,06120000,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	66.61 	87.01 	63.21 	64.21 	49.93 	56.88 	60.26 	54.89 	58.14 	49.61 
NAC,06120000,HR	480.32 	429.14 	461.10 	366.22 	309.30 	354.3 	389 	550 	470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06120000,HU	18332.00 	15092.00 	16716.00 	12250.00 	10439.00 	13123.00 	9616.00 	12134 	11024.00 	11188.00 	10042.00 	9293.00 	15101.00 	10476.00 	9738.00 	16601.00 	13156.00 	17778.00 	4647.00 	4710.00 
NAC,06120000,LU	165.00 	165.00 	170.00 	160.00 	155.00 	150 	160 	169 	147 	147 	130 	117.50 	117.50 	115.00 	120.00 	165.00 	145.00 	99.00 	107.00 	87.00 
NAC,06120000,LV	114.35 	85.46 	75.12 	72.25 	81.72 	52.25 	52.63 	38.07 	46.41 	46.66 	28.45 	47.33 	43.04 	36.21 	24.21 	28.31 	25.38 	19.35 	16.23 	15.81 
NAC,06120000,MT	107.45 	92.93 	83.90 	89.92 	71.41 	77.24 	62.95 	53.22 	57.82 	62.44 	91.48 	83.03 	78.59 	80.64 	72.71 	85.67 	130.45 	135.10 	105.22 	125.93 
NAC,06120000,NL	48.66 	65.17 	68.43 	50.95 	55.70 	48.32 	86.68 	70.42 	49.00 	57.00 	70.00 	79.00 	47.00 	71.00 	59.00 	63.00 	63.00 	65.00 	64.00 	49.00 
NAC,06120000,PL	204.47 p	195.17 	260.75 	194.84 	200.36 	169.8 	179.62 	204.07 	183.67 	204.54 	109.14 	172.33 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06120000,PT	80.40 	84.63 	85.64 	95.57 	64.30 	63.92 	71.66 	76.45 	72.37 	69.01 	70.78 	73.82 	70.31 	72.10 	62.95 	79.24 	81.88 	54.07 	53.78 	45.63 
NAC,06120000,RO	544.00 	491.00 	521.00 	479.00 	453.00 	492.00 	418 	419 	404.00 	389.00 	337.00 	312.00 	288.00 	251.00 	195.00 	197.04 	155.60 	155.83 	115.27 	83.95 
NAC,06120000,SI	92.35 	77.61 	89.59 	81.70 	72.79 	65.02 	81.77 	72.21 	71.34 	74.77 	64.73 	67.49 	58.93 	56.77 	52.98 	51.05 	60.78 	48.83 	48.29 	44.84 
NAC,06120000,SK	75.92 	56.33 	54.97 	50.29 	50.52 	50.58 	46.02 	46.46 	43.44 	44.92 	37.23 	24.17 	26.42 	47.37 	29.01 	27.82 	53.64 	51.05 	37.44 	19.02 
NAC,06120000,UK	79.56 	75.87 	73.07 	67.31 	55.81 	60.15 	71.91 	63.13 	52.72 	52.33 	63.70 	59.23 	44.22 	46.40 	42.63 	43.72 	44.30 	46.36 	41.25 	37.40 
NAC,06130000,AT	145.15 	149.70 	116.74 	114.71 	108.54 	103.95 	115.77 	127.14 	111.66 	122.07 	134.47 	117.65 	106.06 	119.87 	106.77 	85.92 	97.86 	82.68 	53.12 	63.30 
NAC,06130000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06130000,BG	53.81 	52.20 	56.19 	55.59 	53.66 	51.12 	64.76 	69.2 	65.37 	65.77 	45.35 	59.78 	50.32 	36.65 	39.22 	36.65 	39.67 	51.92 	46.97 	22.52 
NAC,06130000,CY	115.28 	109.43 	99.80 	80.00 	97.50 	97.00 	108.80 	118.60 	115.80 	157.30 	149.3 	165.4 	47.78 	62.96 	31.54 	: 	: 	: 	: 	: 
NAC,06130000,CZ	2014.00 	1643.00 	2156.00 	1901.00 	1377.00 	1351 	1334 	1518 	1300.40 	1285.50 	989.10 	1201.00 	1280.60 	1259.30 	1173.10 	1148.10 	1367.80 	1394.80 	1458.40 	1150.30 
NAC,06130000,DE	133.51 	137.16 	155.71 	163.26 	152.77 	117.21 	136.44 	: 	105.25 	121.54 	98.21 	191.64 	123.59 	107.58 	104.23 	72.54 	: 	: 	: 	: 
NAC,06130000,EL	38.31 	34.49 	30.41 	37.78 	36.86 	31.11 	39.64 	31.89 	28.35 	29.03 	35.65 	48.16 	46.15 	40.53 	31.75 	35.49 	56.63 	33.55 	26.63 	23.23 
NAC,06130000,ES	50.04 	73.53 	50.29 	59.83 	56.10 	48.62 	71.95 	62.05 	53.21 	59.70 	50.05 	60.70 	56.08 	52.97 	55.37 	74.03 	68.74 	54.97 	58.37 	44.44 
NAC,06130000,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	153.25 	194.01 	167.85 	170.07 	132.36 	133.19 	197.80 	114.25 	150.48 	110.74 
NAC,06130000,HR	558.49 	490.92 	438.41 	461.02 	443.09 	412.31 	451 	569 	444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06130000,HU	16091.00 	16618.00 	12548.00 	14900.00 	14380.00 	14823.00 	13108.00 	14791 	10290.00 	10741.00 	8886.00 	10397.00 	14345.00 	9491.00 	8115.00 	11506.00 	16019.00 	23496.00 	11927.00 	4360.00 
NAC,06130000,MT	131.44 	104.81 	72.19 	116.16 	77.16 	76.09 	107.3 	90.63 	43.48 	93.41 	72.35 	76.18 	88.13 	72.27 	98.25 	87.72 	151.41 	121.13 	139.59 	107.78 
NAC,06130000,PL	431.60 p	234.54 	197.39 	206.55 	273.62 	157.12 	265.36 	197.9 	147.62 	170.96 	127.25 	114.91 	166.87 	214.77 	164.41 	: 	: 	: 	: 	: 
NAC,06130000,PT	113.07 	124.58 	92.14 	97.05 	97.84 	89.01 	98.84 	86.76 	84.23 	97.79 	73.07 	91.86 	76.34 	75.29 	70.81 	100.49 	95.82 	54.20 	78.26 	62.30 
NAC,06130000,RO	413.00 	398.00 	357.00 	339.00 	373.00 	373.00 	413 	420 	358.00 	402.00 	323.00 	346.00 	324.00 	309.00 	301.00 	265.47 	227.30 	256.82 	143.88 	109.23 
NAC,06130000,SI	54.87 	44.19 	53.67 	42.09 	38.58 	36.72 	32.52 	28.34 	65.89 	70.92 	69.65 	74.76 	33.07 	29.06 	23.37 	28.66 	42.33 	33.36 	29.65 	25.78 
NAC,06130000,SK	75.20 	64.51 	62.80 	62.15 	48.47 	50.65 	55.26 	55.89 	56.49 	63.25 	55.87 	46.84 	52.21 	36.78 	33.92 	38.44 	58.02 	67.55 	64.13 	47.04 
NAC,06191100,AT	435.96 	425.22 	449.22 	414.27 	361.99 	381.11 	344.37 	354.88 	339.24 	307.35 	316.16 	330.77 	312.94 	261.04 	278.65 	343.95 	296.58 	201.87 	212.93 	225.79 
NAC,06191100,BE	263.77 	177.74 	258.42 	339.08 	208.86 	170.29 	180.89 	248.4 	83.45 	117.02 	202.81 	232.61 	202.86 	256.28 	237.36 	224.34 	266.20 	266.00 	303.00 	241.45 
NAC,06191100,BG	110.16 	101.17 	93.30 	110.40 	90.51 	107.44 	114.98 	185.6 	134.35 	139.91 	158.01 	118.88 	95.64 	104.32 	107.27 	92.69 	74.34 	107.75 	74.92 	55.01 
NAC,06191100,CY	404.30 	478.88 	483.10 	566.00 	432.10 	247.80 	236.00 	356.40 	449.60 	401.50 	487.2 	268.5 	176.2 	137.73 	78.85 	: 	: 	: 	: 	: 
NAC,06191100,CZ	4256.00 	3431.00 	4021.00 	4162.00 	3864.00 	3249 	3712 	3176 	3060.10 	3031.40 	2646.00 	2936.60 	1990.00 	2134.70 	2719.00 	2266.40 	1897.60 	2172.70 	2143.50 	2091.50 
NAC,06191100,DE	287.80 	273.14 	371.62 	287.68 	277.86 	254.01 	316.53 	294.74 	244.92 	248.74 	215.18 	262.81 	230.61 	130.79 	130.79 	181.07 	183.35 	240.92 	213.77 	146.74 
NAC,06191100,DK	2288.00 	2079.00 	2145.00 	2140.00 	3577.00 	3384.00 	3103.00 	3822.00 	3077.00 	3283.00 	1964.00 	1964.00 	1964.00 	1964.00 	2143.00 	1847.00 	2032.00 	2810.00 	2288.00 	1983.00 
NAC,06191100,EL	193.03 	151.06 	155.95 	188.33 	194.29 	225.05 	199.68 	211.09 	204.03 	241.77 	251.32 	186.49 	189.18 	173.64 	182.48 	159.77 	179.75 	132.66 	138.46 	93.63 
NAC,06191100,ES	165.93 	120.05 	134.03 	181.63 	145.91 	137.80 	153.39 	140.29 	134.42 	145.41 	123.68 	189.58 	196.07 	149.44 	174.07 	233.91 	159.37 	116.44 	170.22 	134.97 
NAC,06191100,HR	1459.02 	1284.55 	1114.03 	1624.57 	1203.92 	1318.38 	1291 	1296 	1259 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06191100,HU	35946.00 	25316.00 	33272.00 	34105.00 	37072.00 	27522.00 	35108.00 	40951 	27938.00 	35397.00 	28461.00 	30736.00 	25339.00 	19212.00 	20248.00 	16196.00 	15972.00 	16032.00 	14993.00 	13830.00 
NAC,06191100,LU	640.00 	640.00 	645.00 	645.00 	630.00 	450 	415 	465.8 	405 	405 	390 	375.00 	375.00 	370.00 	400.00 	350.00 	325.00 	255.00 	174.00 	149.00 
NAC,06191100,LV	415.99 	364.63 	240.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46.21 	28.70 	51.46 	45.85 	65.01 
NAC,06191100,PL	811.51 p	439.37 	1004.40 	436.07 	547.25 	577.85 	467.11 	605.46 	524.74 	597.31 	303.72 	390.40 	331.09 	272.08 	236.00 	238.23 	164.27 	189.09 	144.17 	224.49 
NAC,06191100,PT	163.32 	187.63 	125.91 	291.74 	176.13 	192.86 	204.65 	160.91 	161.77 	227.81 	149.49 	188.57 	236.16 	175.70 	155.97 	328.82 	248.20 	154.61 	175.69 	159.97 
NAC,06191100,RO	879.00 	637.00 	740.00 	726.00 	626.00 	706.00 	651 	747 	572.00 	567.00 	462.00 	487.00 	333.00 	329.00 	297.00 	277.23 	257.76 	243.15 	143.32 	105.67 
NAC,06191100,SI	300.26 	290.92 	267.60 	298.44 	252.66 	297.47 	383.66 	354.51 	266.33 	336.87 	281.20 	368.81 	196.91 	159.34 	171.59 	143.67 	199.67 	142.18 	133.27 	118.24 
NAC,06191100,SK	195.71 	161.79 	142.31 	139.92 	118.64 	103.69 	95.22 	101.18 	109.96 	98.50 	103.05 	97.62 	123.28 	148.04 	127.40 	57.43 	45.84 	173.97 	61.41 	61.21 
NAC,06191100,UK	356.38 	358.63 	387.98 	530.46 	270.85 	386.71 	275.8 	294.09 	255.66 	217.70 	231.48 	259.52 	197.59 	175.18 	158.11 	152.78 	186.85 	176.00 	188.92 	166.69 
NAC,06191200,AT	395.28 	373.76 	376.75 	356.50 	304.05 	333.37 	355.43 	358.18 	349.44 	200.69 	262.96 	: 	337.83 	231.43 	: 	254.82 	: 	203.40 	208.79 	205.37 
NAC,06191200,BE	197.29 	136.50 	185.40 	161.15 	150.13 	170.13 	154.98 	115.27 	88.41 	103.25 	72.52 	144.14 	91.51 	137.38 	322.34 	78.91 	100.41 	59.00 	99.00 	141.15 
NAC,06191200,BG	75.90 	70.23 	88.32 	61.56 	69.08 	59.48 	102.46 	119.67 	97.92 	47.42 	50.33 	75.70 	61.18 	: 	: 	: 	: 	: 	: 	: 
NAC,06191200,CZ	1583.00 	865.00 	1815.00 	1210.00 	1135.00 	991 	1534 	1831 	1256.50 	1006.00 	454.20 	793.90 	1258.90 	882.10 	1039.60 	766.27 	1463.35 	1029.05 	1182.00 	: 
NAC,06191200,DE	141.47 	189.01 	187.89 	197.58 	177.94 	179.54 	196.23 	199.30 	177.14 	193.44 	59.47 	95.01 	134.25 	44.68 	64.70 	35.89 	108.50 	97.75 	72.22 	104.04 
NAC,06191200,DK	: c	: c	592.00 	149.00 	281.00 	190.00 	424.00 	721.00 	440.00 	465.00 	: 	: 	300.00 	255.00 	525.00 	200.00 	460.00 	: 	: 	: 
NAC,06191200,HR	271.65 	317.43 	265.53 	248.20 	282.40 	276.87 	449 	445 	748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06191200,HU	18344.00 	11394.00 	22072.00 	16138.00 	15239.00 	15063.00 	22764.00 	24332 	23903.00 	16015.00 	9610.00 	8780.00 	18679.00 	13064.00 	10603.00 	7182.00 	16614.00 	11932.00 	9771.00 	21860.00 
NAC,06191200,LT	: 	390.03 	409.90 	336.61 	227.97 	655.43 	660.89 	898.63 	702.51 	: 	254.85 	394.21 	712.05 	227.08 	417.39 	378.71 	322.90 	166.60 	130.70 	147.20 
NAC,06191200,LV	175.70 	140.30 	141.06 	208.66 	168.10 	196.22 	131.68 	103.45 	110.84 	114 	84.09 	99.02 	102.22 	74.06 	64.88 	: 	: 	: 	: 	: 
NAC,06191200,PL	299.39 p	107.45 	399.89 	135.20 	169.33 	118.77 	230.48 	342.7 	250.95 	254.82 	79.37 	88.15 	204.08 	139.28 	262.08 	98.72 	195.67 	195.58 	90.32 	197.22 
NAC,06191200,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	305.53 	421.18 	351.25 	322.23 	299.16 	: 	: 	: 	: 	: 
NAC,06191200,RO	783.00 	525.00 	602.00 	538.00 	499.00 	534.00 	555 	663 	479.00 	486.00 	360.00 	431.00 	323.00 	287.00 	240.00 	232.54 	247.34 	231.45 	123.64 	95.90 
NAC,06191200,SI	: 	: 	: 	: 	: 	: 	: 	138.1 	137.50 	183.75 	75.05 	79.60 	63.55 	41.30 	37.57 	34.69 	47.64 	46.68 	46.95 	49.57 
NAC,06191200,SK	70.97 	65.23 	66.84 	65.05 	67.76 	75.67 	77.8 	76.33 	78.13 	82.81 	77.40 	50.45 	57.26 	35.32 	47.00 	45.11 	49.16 	40.00 	47.17 	54.44 
NAC,06192000,AT	204.65 	214.83 	161.94 	147.94 	141.50 	142.53 	168.49 	113.77 	102.46 	94.10 	68.80 	150.37 	59.67 	46.10 	77.37 	60.79 	72.49 	88.30 	51.38 	45.20 
NAC,06192000,BE	90.47 	117.34 	98.63 	87.22 	89.14 	53.46 	107.1 	108.08 	64.49 	78.93 	87.80 	91.27 	60.85 	79.27 	90.40 	95.12 	: 	: 	: 	: 
NAC,06192000,BG	41.91 	43.89 	39.98 	40.12 	47.33 	37.04 	37.89 	37.84 	35.89 	33.54 	26.80 	36.52 	35.76 	29.80 	30.28 	17.89 	20.91 	24.50 	21.92 	20.27 
NAC,06192000,CY	135.45 	92.30 	101.70 	87.10 	104.90 	98.20 	100.40 	114.90 	124.70 	118.30 	178.3 	201 	119.46 	103.3 	82.79 	: 	: 	: 	: 	: 
NAC,06192000,CZ	1078.00 	938.00 	1534.00 	1147.00 	1203.00 	926 	1026 	982 	833.30 	1036.40 	796.40 	918.00 	1050.00 	818.20 	1125.10 	944.30 	1206.50 	1012.90 	1027.80 	1087.50 
NAC,06192000,DE	78.39 	60.49 	126.81 	77.61 	73.30 	42.31 	62.21 	96.10 	52.94 	68.79 	38.62 	100.47 	40.38 	44.26 	67.10 	33.09 	79.21 	80.63 	70.32 	56.35 
NAC,06192000,DK	1152.00 	1111.00 	1496.00 	1285.00 	1448.00 	1113.00 	1251.00 	1535.00 	811.00 	1522.00 	943.00 	943.00 	943.00 	943.00 	1669.00 	1278.00 	1215.00 	1444.00 	1185.00 	919.00 
NAC,06192000,ES	43.14 	61.72 	48.76 	54.66 	61.12 	45.97 	67.32 	49.99 	47.13 	56.43 	45.74 	52.01 	51.80 	: 	: 	: 	: 	: 	: 	: 
NAC,06192000,HR	317.03 	343.92 	323.42 	228.49 	261.41 	203.49 	239 	359 	296 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06192000,HU	10325.00 	9060.00 	1280.00 	8142.00 	8999.00 	5980.00 	7221.00 	10092 	7650.00 	7288.00 	5850.00 	5934.00 	8357.00 	4651.00 	7336.00 	2543.00 	7158.00 	5902.00 	4479.00 	3160.00 
NAC,06192000,LT	85.69 	65.00 	: 	85.13 	79.09 	320.05 	217.78 	339.90 	: 	149.73 	176.41 	200.49 	58.61 	124.09 	88.33 	144.80 	107.35 	94.50 	40.20 	67.40 
NAC,06192000,LU	130.00 	125.00 	130.00 	125.00 	110.00 	125 	125 	138 	120 	110 	120 	92.00 	92.00 	95.00 	85.00 	100.00 	: 	: 	: 	: 
NAC,06192000,LV	152.67 	147.17 	135.34 	113.68 	105.90 	129 	87.01 	78.77 	56.08 	81.23 	37.93 	44.21 	42.07 	27.49 	18.43 	19.63 	18.64 	16.45 	10.83 	14.72 
NAC,06192000,MT	164.82 	200.00 	173.68 	185.78 	105.41 	150.11 	150.29 	58.21 	93.71 	158.32 	61.67 	133.69 	136.64 	90.15 	74.58 	162.88 	111.81 	165.39 	136.21 	108.77 
NAC,06192000,PL	143.11 p	84.06 	239.35 	116.62 	149.47 	788.74 	124.91 	166.63 	136.95 	119.06 	71.14 	72.63 	128.31 	63.39 	102.18 	46.62 	95.94 	85.82 	43.54 	57.46 
NAC,06192000,PT	115.36 	93.43 	53.37 	81.02 	83.81 	73.93 	107.90 	84.09 	66.10 	88.61 	57.90 	81.59 	67.73 	66.62 	51.71 	115.04 	75.06 	57.53 	76.75 	41.98 
NAC,06192000,RO	280.00 	227.00 	293.00 	215.00 	237.00 	250.00 	234 	259 	232.00 	212.00 	208.00 	208.00 	192.00 	144.00 	163.00 	133.56 	103.58 	130.83 	71.09 	52.87 
NAC,06192000,SI	77.96 	85.49 	80.30 	93.52 	97.95 	66.17 	75.84 	141.95 	77.27 	71.27 	58.27 	77.58 	62.03 	58.96 	52.72 	33.32 	50.07 	55.91 	42.56 	35.38 
NAC,06192000,SK	48.65 	48.04 	46.96 	39.78 	38.14 	35.16 	43.64 	45.97 	41.85 	45.14 	33.64 	30.11 	30.97 	24.13 	31.40 	27.35 	30.97 	36.81 	30.41 	30.67 
NAC,06192000,UK	157.13 	149.57 	123.26 	163.74 	107.93 	114.64 	112.44 	136.63 	85.07 	104.24 	83.32 	127.19 	68.83 	64.81 	64.55 	59.17 	62.60 	54.57 	57.79 	64.56 
NAC,06193000,BE	301.91 	395.66 	308.08 	106.16 	128.39 	218.89 	247.71 	181.81 	270.49 	273.07 	231.37 	223.33 	235.39 	197.79 	449.44 	214.05 	273.19 	198.00 	194.00 	149.55 
NAC,06193000,BG	191.09 	213.98 	175.41 	248.09 	293.00 	185.15 	170.49 	165.41 	147.75 	155.43 	130.62 	199.29 	156.68 	78.44 	77.92 	133.15 	118.88 	92.52 	84.70 	85.81 
NAC,06193000,CY	207.83 	184.14 	196.20 	137.50 	162.00 	194.00 	277.20 	279.50 	295.30 	184.80 	194.2 	179.3 	84.62 	96.41 	85.75 	: 	: 	: 	: 	: 
NAC,06193000,CZ	9000.00 	8954.00 	7733.00 	6783.00 	6367.00 	4850 	4913 	5134 	4187.20 	4195.10 	3796.00 	5171.70 	4707.20 	3468.30 	3180.40 	3875.50 	4186.10 	2950.20 	3283.20 	3468.40 
NAC,06193000,DE	256.85 	232.28 	273.76 	229.11 	193.33 	185.77 	176.68 	186.66 	213.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06193000,DK	: 	: 	: 	: 	: 	: 	: 	1927.00 	2013.00 	1817.00 	2025.00 	2166.00 	2034.00 	1801.00 	2096.00 	1559.00 	1449.00 	1378.00 	1595.00 	1668.00 
NAC,06193000,EL	165.60 	156.34 	146.78 	120.15 	190.94 	143.81 	157.35 	194.86 	201.28 	185.65 	200.54 	177.24 	189.17 	181.58 	173.83 	153.92 	199.35 	214.94 	123.11 	133.07 
NAC,06193000,ES	104.95 	142.82 	112.52 	103.72 	114.72 	89.40 	97.42 	111.45 	131.08 	133.75 	126.47 	156.22 	109.41 	94.80 	115.89 	95.63 	87.13 	100.49 	83.10 	64.93 
NAC,06193000,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	464.47 	492.45 	492.47 	461.94 	355.76 	384.79 	422.27 	368.63 	339.57 	297.62 
NAC,06193000,HR	1559.00 	1319.37 	1540.44 	1333.94 	1174.09 	916.82 	1090 	1361 	959 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,06193000,HU	75424.00 	64792.00 	77380.00 	66411.00 	67895.00 	53777.00 	61100.00 	64798 	49217.00 	57106.00 	55575.00 	52763.00 	37457.00 	45499.00 	38463.00 	35214.00 	36506.00 	33417.00 	29583.00 	15210.00 
NAC,06193000,LT	408.49 	432.29 	380.89 	373.01 	267.08 	975.53 	1024.33 	1050.61 	1029.51 	997.12 	716.91 	570.76 	293.27 	300.29 	195.02 	332.54 	618.74 	239.00 	185.20 	212.10 
NAC,06193000,LU	500.00 	475.00 	480.00 	480.00 	405.00 	375 	375 	414 	360 	345 	345 	355.00 	355.00 	360.00 	340.00 	315.00 	315.00 	270.00 	347.00 	347.00 
NAC,06193000,LV	243.48 	252.59 	222.78 	202.80 	176.16 	176.68 	97.83 	81.58 	155.13 	145.52 	99.9 	136.97 	122.01 	99.68 	91.16 	61.86 	65.93 	65.43 	51.41 	53.47 
