currency,prod_veg,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
EUR,04191200,LT	40.91 	27.81 	26.18 	29.27 	25.98 	24.94 	25.03 	18.41 	31.81 	27.76 	18.42 	26.81 	23.86 	25.47 	20.18 	15.75 	17.16 	: 	: 	: 
EUR,04191200,MT	19.33 	16.40 	15.97 	16.09 	19.73 	16.4 	12.3 	15.83 	15.80 	14.39 	18.41 	17.14 	17.20 	18.92 	22.40 	24.16 	32.86 	19.56 	25.18 	21.99 
EUR,04191200,NL	: 	26.50 	39.80 	43.30 	24.10 	21.15 	30 	19 	22.00 	26.00 	16.00 	17.00 	28.00 	27.00 	13.00 	: 	: 	: 	: 	: 
EUR,04191200,RO	70.39 	61.88 	58.00 	63.69 	59.61 	49.73 	52.27 	59.43 	66.29 	62.44 	54.48 	63.36 	60.31 	54.17 	48.05 	33.36 	26.00 	42.40 	30.95 	39.81 
EUR,04191200,SI	42.84 	37.72 	32.92 	24.87 	28.29 	26.26 	32.32 	: 	: 	: 	: 	: 	30.33 	25.78 	: 	: 	: 	: 	: 	: 
EUR,04191200,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.88 	17.88 	13.03 	13.19 	10.44 	16.80 	12.86 	12.77 	13.54 
EUR,04191200,UK	58.00 	48.66 	51.13 	56.21 	49.58 	41.62 	51.07 	38.86 	48.67 	44.53 	33.85 	47.07 	59.75 	46.94 	39.75 	37.52 	38.60 	46.42 	47.87 	35.01 
EUR,04191300,AT	: 	: 	: 	: 	: 	: 	29.04 	25.67 	: 	: 	: 	: 	26.48 	: 	: 	: 	: 	33.53 	22.96 	14.03 
EUR,04191300,BE	53.62 	57.01 	38.10 	47.89 	51.54 	30.32 	45.69 	46.9 	39.81 	47.16 	43.05 	42.16 	55.77 	55.98 	37.24 	: 	: 	: 	: 	: 
EUR,04191300,CZ	54.54 	52.79 	38.67 	31.40 	42.05 	28.94 	44.65 	33.64 	24.21 	32.30 	22.57 	25.57 	25.31 	25.46 	23.44 	15.69 	23.96 	16.97 	19.28 	16.09 
EUR,04191300,DE	48.78 	46.43 	32.39 	34.37 	35.78 	27.16 	32.26 	32.90 	28.70 	33.64 	27.52 	26.59 	32.91 	27.35 	26.89 	17.49 	31.25 	23.29 	24.80 	22.83 
EUR,04191300,HR	45.27 	39.98 	41.78 	34.22 	40.63 	33.19 	39.85 	36.83 	35.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04191300,HU	50.06 	44.35 	38.40 	38.40 	41.19 	23.55 	39.49 	35.09 	24.69 	34.74 	32.24 	30.19 	27.67 	26.91 	28.28 	20.94 	28.59 	29.12 	19.79 	26.80 
EUR,04191300,IE	47.50 	48.33 	39.17 	37.50 	37.50 	37.5 	41.67 	39.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04191300,PT	29.38 	26.79 	20.74 	27.44 	24.88 	20.98 	30.72 	25.25 	26.54 	31.07 	23.71 	24.36 	21.32 	25.51 	28.91 	20.35 	23.33 	22.57 	27.07 	14.69 
EUR,04191300,SI	: c	: c	: c	52.83 	52.97 	49.6 	52.96 	: 	: 	: 	: 	: 	43.40 	41.18 	: 	: 	: 	: 	: 	: 
EUR,04191300,SK	51.54 	42.98 	33.34 	35.20 	35.57 	34.73 	38 	31.85 	27.79 	26.78 	24.34 	25.65 	21.70 	19.15 	13.42 	12.17 	15.35 	13.40 	13.72 	15.49 
EUR,04191300,UK	24.55 	52.08 	47.53 	50.87 	55.29 	45.49 	47.26 	53.25 	46.25 	44.41 	41.51 	45.93 	60.36 	46.90 	45.41 	42.32 	38.99 	42.00 	43.18 	42.43 
EUR,04192100,AT	: 	67.69 	63.86 	62.50 	59.93 	52.7 	57.78 	51.88 	42.67 	62.92 	44.72 	50.38 	50.21 	47.76 	46.86 	39.22 	49.34 	40.68 	55.16 	41.41 
EUR,04192100,BE	40.36 	32.12 	19.83 	16.40 	21.02 	15.73 	26.37 	16.97 	18.75 	19.05 	15.75 	11.45 	15.05 	41.20 	24.82 	12.68 	34.85 	56.40 	37.60 	36.07 
EUR,04192100,CY	95.81 	102.44 	78.00 	69.20 	79.20 	71.60 	79.60 	106.00 	106.80 	112.40 	116 	128.07 	124.03 	119.88 	119.31 	: 	: 	: 	: 	: 
EUR,04192100,CZ	130.81 	120.25 	116.12 	117.19 	114.04 	94.24 	118.28 	106.8 	95.52 	113.27 	81.28 	94.20 	98.30 	121.16 	110.26 	91.53 	95.37 	89.09 	91.70 	61.01 
EUR,04192100,DE	78.98 	90.73 	79.29 	83.09 	80.11 	76.38 	80.00 	69.30 	54.40 	87.00 	55.10 	75.90 	59.50 	70.60 	53.89 	39.40 	55.83 	53.33 	81.86 	47.81 
EUR,04192100,DK	109.40 	134.60 	113.00 	103.10 	93.31 	111.26 	106.46 	94.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04192100,EL	72.67 	66.86 	76.34 	60.51 	103.99 	88.41 	94.58 	90.55 	104.03 	100.19 	112.03 	124.61 	101.24 	119.28 	83.47 	105.56 	125.36 	102.74 	84.88 	88.36 
EUR,04192100,ES	27.87 	22.55 	39.43 	32.02 	25.12 	30.23 	41.73 	43.90 	30.00 	46.84 	37.69 	49.00 	42.16 	39.40 	51.12 	32.15 	47.66 	38.15 	30.12 	27.71 
EUR,04192100,HR	72.40 	69.29 	68.98 	50.19 	58.87 	54.84 	67.29 	62.62 	55.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04192100,HU	72.18 	107.38 	76.31 	78.94 	78.37 	63.84 	62.56 	63.27 	62.77 	71.18 	65.63 	78.52 	43.26 	66.73 	60.27 	53.90 	63.86 	64.59 	56.16 	59.99 
EUR,04192100,LT	111.03 	112.66 	80.88 	76.99 	73.07 	69.02 	87.57 	104.00 	116.21 	127.42 	88.53 	125.34 	114.21 	97.03 	77.22 	80.34 	66.09 	: 	: 	: 
EUR,04192100,LU	: c	: c	: c	: c	: c	: c	198 	342 	342 	367 	345 	341.50 	341.50 	371.00 	357.00 	285.00 	285.00 	105.00 	53.00 	53.00 
EUR,04192100,LV	149.34 	133.05 	128.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04192100,MT	24.65 	25.02 	25.19 	25.51 	23.41 	24.65 	23.39 	25.63 	24.12 	28.95 	27.07 	34.55 	31.40 	29.52 	31.78 	28.15 	35.20 	34.24 	29.06 	28.57 
EUR,04192100,PT	47.58 	56.93 	40.91 	56.72 	44.67 	40.29 	45.80 	36.03 	35.29 	37.07 	42.96 	47.59 	37.19 	42.38 	50.89 	44.98 	47.38 	47.43 	36.09 	35.28 
EUR,04192100,RO	135.71 	121.40 	137.67 	148.54 	162.64 	140.20 	150.94 	133.88 	110.40 	108.26 	119.81 	137.32 	124.82 	132.74 	124.55 	79.50 	95.15 	76.37 	57.97 	68.37 
EUR,04192100,SI	105.49 	92.24 	76.03 	73.79 	82.23 	70.36 	98.11 	58.44 	56.72 	65.31 	64.17 	71.87 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04192100,SK	112.57 	112.92 	105.10 	113.41 	118.38 	116.64 	109.21 	126.37 	123.87 	128.89 	129.39 	30.20 	53.77 	27.05 	28.45 	51.92 	42.88 	46.00 	51.15 	53.19 
EUR,04192200,BE	32.61 	35.60 	35.60 	37.25 	31.99 	33.7 	33.35 	42.61 	23.60 	44.11 	31.22 	34.13 	31.52 	38.29 	39.43 	30.95 	40.63 	82.25 	96.35 	78.88 
EUR,04192200,DE	142.41 	138.54 	111.35 	122.66 	139.91 	109.09 	119.31 	144.60 	101.10 	123.50 	102.20 	104.10 	106.50 	84.50 	133.63 	86.40 	123.57 	91.49 	86.79 	91.95 
EUR,04192200,DK	274.20 	261.60 	240.50 	283.00 	301.54 	309.16 	322.86 	306.30 	308.70 	281.18 	319.89 	300.70 	268.57 	272.28 	232.64 	200.49 	187.12 	200.74 	168.27 	145.21 
EUR,04192200,HR	97.95 	59.27 	88.36 	60.53 	71.40 	56.32 	84.05 	60.76 	72.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04192200,HU	102.85 	108.23 	93.93 	88.40 	88.31 	82.34 	81.26 	78.46 	60.77 	92.22 	81.22 	90.99 	102.74 	80.36 	93.15 	85.78 	84.28 	: 	: 	: 
EUR,04192200,IE	77.48 	77.48 	84.51 	78.86 	78.36 	141.97 	98.59 	98.21 	91.43 	77.11 	171.30 	187.58 	206.70 	198.99 	184.90 	170.62 	170.33 	180.29 	154.73 	130.52 
EUR,04192200,LT	238.73 	198.68 	204.47 	234.28 	204.02 	185.13 	182.77 	212.58 	182.62 	233.72 	213.56 	201.42 	183.56 	157.79 	146.65 	102.44 	114.70 	: 	: 	: 
EUR,04192200,LV	424.20 	414.77 	396.57 	349.07 	327.09 	326.68 	252.31 	229.84 	213.96 	223.41 	243.3 	129.36 	171.93 	145.98 	216.36 	146.63 	181.54 	123.10 	150.58 	121.12 
EUR,04192200,NL	196.94 	195.05 	149.85 	155.88 	151.87 	139.32 	179.22 	177 	92.00 	140.00 	114.00 	110.00 	106.00 	120.70 	122.95 	73.40 	101.80 	103.40 	114.62 	92.07 
EUR,04192200,PT	59.09 	65.41 	44.33 	59.90 	46.03 	49.46 	63.87 	50.52 	53.57 	63.31 	70.02 	44.43 	43.09 	61.05 	60.68 	57.32 	62.14 	61.55 	80.41 	54.80 
EUR,04192200,RO	184.60 	191.02 	188.23 	201.99 	208.76 	192.41 	177.42 	209.45 	233.07 	207.02 	197.65 	178.65 	176.13 	186.91 	162.67 	125.48 	: 	: 	: 	: 
EUR,04192200,UK	205.76 	194.92 	201.24 	199.80 	206.23 	186.01 	171.9 	177.03 	157.37 	160.58 	146.26 	162.27 	167.72 	152.22 	144.16 	130.70 	155.68 	172.88 	161.53 	150.49 
EUR,04193000,AT	: 	69.68 	65.69 	64.44 	182.58 	200.82 	105.51 	79.95 	73.12 	87.22 	68.18 	76.35 	76.83 	82.03 	82.97 	84.26 	78.95 	75.97 	55.30 	64.10 
EUR,04193000,BE	293.31 	301.99 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04193000,BG	: 	: 	: 	35.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04193000,CY	84.65 	83.09 	75.91 	75.90 	104.50 	77.30 	110.50 	157.70 	142.30 	183.20 	136.82 	129.14 	124.03 	136.47 	133.26 	: 	: 	: 	: 	: 
EUR,04193000,CZ	88.24 	47.18 b	: 	: 	: 	: 	: 	10.34 	10.19 	9.86 	9.31 	9.82 	8.83 	10.19 	9.52 	10.14 	9.39 	8.95 	8.97 	8.01 
EUR,04193000,DE	155.78 	172.36 	164.15 	144.95 	148.04 	149.04 	129.91 	129.40 	98.92 	93.54 	76.14 	85.16 	79.58 	77.30 	66.45 	63.51 	: 	: 	: 	: 
EUR,04193000,EL	89.02 	81.13 	86.86 	66.28 	91.79 	70.25 	68.35 	74.38 	78.10 	81.60 	73.25 	86.18 	79.28 	98.12 	73.26 	76.55 	98.73 	73.05 	64.31 	53.70 
EUR,04193000,ES	89.16 	80.26 	79.78 	71.95 	60.46 	24.87 	50.72 	49.83 	50.87 	59.18 	73.55 	69.82 	67.46 	60.47 	61.89 	59.11 	64.99 	52.56 	52.56 	43.87 
EUR,04193000,HR	113.10 	85.33 	85.71 	97.59 	98.50 	90.79 	85.11 	69 	111.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04193000,HU	134.01 	126.15 	: c	: c	: c	: c	: c	94.73 	101.48 	93.64 	85.35 	96.20 	80.86 	81.14 	11.82 	8.38 	64.85 	7.04 	7.05 	7.00 
EUR,04193000,LT	423.30 	419.16 	359.96 	392.59 	512.67 	434.79 	409.94 	509.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04193000,MT	56.52 	52.73 	61.66 	50.13 	54.31 	51.6 	42.8 	46.19 	38.95 	33.28 	38.78 	48.93 	33.96 	39.53 	32.01 	31.05 	37.55 	34.24 	35.36 	37.78 
EUR,04193000,PT	51.06 	45.55 	51.08 	89.18 	58.59 	56.85 	68.36 	61.77 	73.25 	93.34 	80.90 	71.84 	67.82 	75.61 	67.83 	71.04 	73.14 	73.14 	73.14 	73.14 
EUR,04193000,RO	146.46 	139.66 	123.88 	112.68 	134.07 	105.77 	131.93 	93.96 	96.95 	96.15 	84.91 	98.43 	84.91 	89.34 	72.08 	52.64 	62.08 	46.26 	39.60 	48.93 
EUR,04193000,SI	361.03 	: c	: c	: c	: c	211.76 	239.35 	: 	: 	: 	: 	: 	57.41 	124.62 	70.20 	62.89 	80.29 	: 	: 	: 
EUR,04193000,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.39 	12.70 	11.39 	: 	9.99 	9.54 	: 	11.55 	9.39 
EUR,04194100,AT	: 	38.70 	38.71 	42.53 	42.31 	41.82 	43.73 	32.99 	31.16 	31.09 	32.98 	21.59 	19.58 	25.92 	21.94 	20.39 	22.59 	25.26 	22.89 	24.20 
EUR,04194100,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04194100,BG	38.15 	44.92 	38.72 	39.43 	44.98 	45.8 	32.3 	34.25 	31.96 	39.01 	36.10 	40.61 	45.54 	26.76 	24.43 	25.46 	23.88 	23.11 	23.02 	26.14 
EUR,04194100,CZ	94.16 	89.06 	81.36 	75.68 	72.95 	57.45 	67.13 	71.81 	76.58 	74.30 	67.23 	76.98 	71.03 	60.56 	66.11 	42.53 	37.59 	36.92 	43.18 	37.93 
EUR,04194100,DE	144.40 	127.31 	90.58 	84.60 	23.25 	26.65 	20.40 	29.51 	18.86 	21.20 	23.60 	33.23 	37.63 	27.46 	30.25 	34.40 	30.81 	38.38 	26.08 	23.65 
EUR,04194100,EL	56.60 	60.26 	55.47 	51.94 	57.97 	53.28 	56.17 	53.36 	53.52 	56.58 	56.15 	56.41 	63.75 	59.57 	58.26 	50.94 	56.35 	49.30 	48.83 	47.25 
EUR,04194100,ES	46.86 	54.63 	56.05 	51.76 	58.18 	51.80 	48.85 	39.94 	37.15 	48.43 	43.39 	44.41 	48.56 	41.96 	50.00 	35.62 	51.31 	40.70 	55.29 	39.58 
EUR,04194100,HR	49.74 	42.32 	44.63 	43.78 	45.99 	41.39 	43.15 	40.02 	33.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04194100,HU	60.39 	49.72 	46.12 	41.19 	47.53 	39.63 	51.94 	44.04 	39.02 	41.58 	38.47 	51.43 	30.17 	40.18 	32.32 	51.63 	21.85 	41.43 	43.24 	31.19 
EUR,04194100,LT	63.51 	44.60 	47.47 	43.18 	55.66 	59.49 	44.07 	25.42 	37.49 	21.51 	46.99 	38.18 	69.14 	36.42 	31.39 	40.02 	18.95 	33.30 	53.90 	41.70 
EUR,04194100,LV	100.00 	100.35 	73.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04194100,MT	117.34 	124.06 	100.01 	87.37 	95.50 	84.2 	95.07 	74.73 	80.58 	76.58 	88.82 	70.05 	98.44 	60.26 	66.89 	73.51 	72.75 	68.48 	73.66 	74.15 
EUR,04194100,PL	49.01 p	45.23 	41.94 	32.29 p	43.09 	36.93 	43.01 	37.08 	29.83 	35.57 	41.27 	45.17 	30.84 	26.82 	29.96 	36.24 	22.80 	25.05 	38.54 	34.92 
EUR,04194100,PT	90.34 	94.18 	93.24 	93.28 	109.01 	96.28 	99.05 	92.12 	88.13 	123.66 	30.80 	54.40 	51.13 	48.47 	43.83 	: 	: 	37.82 	25.30 	35.39 
EUR,04194100,RO	65.96 	55.65 	52.09 	55.90 	46.12 	48.83 	48.88 	49.34 	42.70 	50.80 	42.45 	59.01 	65.71 	36.59 	48.61 	42.84 	22.38 	28.54 	33.44 	37.12 
EUR,04194100,SI	57.98 	50.10 	41.43 	45.01 	46.37 	47.47 	58.39 	46.16 	34.34 	44.83 	42.99 	36.72 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04194100,SK	85.93 	68.43 	71.88 	67.20 	56.10 	59.61 	65.55 	58.15 	51.80 	51.13 	46.31 	26.71 	19.57 	17.40 	14.40 	19.31 	16.22 	18.32 	15.84 	19.51 
EUR,04194200,AT	: 	55.48 	50.04 	55.92 	55.59 	47.6 	55.97 	48.38 	44.06 	51.42 	43.12 	41.96 	42.74 	46.39 	46.65 	46.88 	43.45 	36.88 	43.69 	40.29 
EUR,04194200,BE	32.61 	35.25 	23.73 	31.80 	32.57 	22.82 	31.86 	28.27 	19.80 	32.69 	27.31 	26.49 	27.91 	83.40 	119.28 	27.80 	: 	: 	: 	: 
EUR,04194200,BG	64.53 	64.86 	62.46 	52.37 	61.33 	60.28 	85.02 	48.98 	50.36 	61.99 	59.12 	57.96 	73.42 	54.48 	57.84 	51.24 	48.13 	37.85 	43.10 	44.35 
EUR,04194200,CY	82.66 	69.61 	74.68 	61.20 	61.80 	67.40 	79.30 	82.60 	89.70 	88.00 	77 	64 	83.72 	75.18 	76.89 	: 	: 	: 	: 	: 
EUR,04194200,DE	62.10 	63.40 	51.70 	61.41 	60.08 	47.06 	54.35 	49.00 	42.40 	51.80 	42.50 	45.70 	44.40 	49.30 	46.60 	50.20 	49.98 	52.81 	48.00 	52.05 
EUR,04194200,DK	146.40 	146.90 	145.80 	141.50 	121.31 	118.17 	117.82 	117.66 	117.17 	113.73 	114.96 	99.92 	94.89 	95.05 	101.99 	97.84 	95.62 	69.47 	88.73 	88.32 
EUR,04194200,FI	126.21 	164.83 	134.76 	145.50 	132.58 	138.06 	148.93 	140.38 	126.06 	126.79 	121.39 	120.67 	134.12 	122.47 	99.21 	107.51 	115.52 	105.26 	97.75 	107.81 
EUR,04194200,HR	55.69 	38.78 	57.26 	58.80 	62.36 	47.83 	54.5 	57.3 	39.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04194200,HU	67.59 	73.34 	58.70 	53.05 	52.49 	47.69 	54.43 	48.68 	40.01 	50.01 	42.89 	57.74 	50.99 	48.24 	50.15 	50.88 	59.10 	: 	: 	: 
EUR,04194200,IE	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04194200,LT	111.71 	104.03 	88.61 	94.82 	88.41 	89.92 	88.05 	91.46 	68.85 	71.14 	60.37 	82.46 	74.89 	67.56 	55.26 	60.29 	59.58 	33.30 	53.90 	41.70 
EUR,04194200,LV	180.06 	165.56 	147.80 	142.02 	118.05 	109.16 	114.28 	106.6 	80.12 	87.99 	81.48 	86.03 	95.93 	72.94 	71.5 	75.27 	72.98 	64.39 	67.68 	68.17 
EUR,04194200,NL	64.14 	67.16 	46.85 	60.56 	62.13 	43.05 	57.02 	51.32 	41.00 	63.00 	49.00 	53.00 	57.40 	57.55 	53.55 	50.45 	68.39 	43.11 	49.94 	55.52 
EUR,04194200,PT	62.39 	64.11 	60.47 	54.79 	50.01 	47.96 	47.58 	42.59 	41.14 	46.89 	36.83 	45.79 	36.79 	43.22 	44.58 	33.18 	48.14 	33.21 	26.44 	69.94 
EUR,04194200,RO	95.04 	90.67 	80.55 	45.65 	52.64 	48.38 	53.63 	62.12 	40.57 	34.42 	36.79 	47.31 	59.41 	85.09 	68.22 	54.56 	31.59 	30.52 	29.01 	: 
EUR,04194200,SE	114.85 	114.52 	114.15 	113.89 	103.31 	96.25 	108.42 	113.28 	92.47 	: 	: 	67.60 	92.51 	85.94 	81.34 	83.99 	78.66 	78.71 	86.56 	111.73 
EUR,04194200,SK	58.85 	60.05 	53.10 	53.44 	64.92 	65.93 	63.79 	61.37 	60.93 	62.34 	60.41 	71.75 	61.05 	53.61 	52.62 	47.12 	40.76 	36.56 	33.05 	35.00 
EUR,04194200,UK	101.55 	103.24 	92.92 	98.98 	110.77 	86.69 	91.22 	92.95 	73.04 	93.16 	73.08 	80.20 	84.27 	89.67 	91.97 	78.21 	85.54 	74.07 	75.82 	89.52 
EUR,04195000,AT	: 	40.40 	36.47 	43.04 	46.37 	36.14 	43.08 	41.31 	31.48 	33.34 	29.68 	29.33 	23.73 	23.38 	11.71 	13.45 	17.18 	19.43 	20.86 	18.17 
EUR,04195000,BE	46.15 	43.91 	32.67 	37.91 	42.54 	36.88 	56.92 	24.74 	32.62 	27.61 	30.28 	37.50 	33.90 	39.82 	39.57 	: 	: 	: 	: 	: 
EUR,04195000,BG	25.65 	20.64 	21.56 	18.23 	24.00 	23.05 	26.6 	21.42 	24.19 	24.45 	28.61 	25.43 	27.50 	13.45 	15.31 	12.11 	13.72 	12.08 	10.63 	13.59 
EUR,04195000,CY	58.82 	39.62 	34.40 	37.30 	35.00 	46.10 	54.20 	56.20 	55.40 	56.30 	57.2 	55.5 	66.64 	51.26 	51.26 	: 	: 	: 	: 	: 
EUR,04195000,CZ	32.96 	36.46 	25.45 	28.15 	29.51 	18.34 	20.21 	19.84 	21.96 	25.74 	17.61 	24.48 	23.46 	20.11 	19.06 	15.65 	18.82 	18.48 	15.89 	14.55 
EUR,04195000,DE	35.01 	33.61 	23.07 	27.91 	28.65 	19.75 	19.52 	27.38 	19.80 	18.67 	23.45 	29.99 	21.75 	25.41 	18.78 	16.70 	18.37 	23.32 	24.45 	19.03 
EUR,04195000,DK	47.50 	48.20 	38.40 	36.70 	40.49 	38.34 	43.04 	39.36 	38.52 	35.31 	36.39 	32.73 	32.35 	30.30 	37.71 	37.77 	39.70 	35.93 	34.08 	30.19 
EUR,04195000,EL	54.63 	46.46 	41.28 	39.59 	93.98 	88.25 	92.81 	72.31 	66.16 	70.05 	63.61 	65.32 	57.66 	60.50 	49.04 	54.22 	59.10 	63.80 	48.88 	40.79 
EUR,04195000,ES	36.07 	32.26 	28.26 	29.64 	32.40 	27.42 	30.18 	27.52 	28.34 	34.60 	31.30 	29.18 	26.81 	27.92 	19.87 	22.71 	30.24 	20.49 	22.42 	17.29 
EUR,04195000,FI	93.85 	88.32 	68.61 	65.07 	60.78 	61.89 	71.75 	63.81 	55.70 	49.40 	46.73 	47.66 	47.40 	46.88 	37.08 	45.66 	47.10 	39.34 	47.71 	40.53 
EUR,04195000,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.96 	16.68 	17.43 	16.94 	15.01 	13.01 	15.48 	12.04 	17.28 	14.49 
EUR,04195000,HR	42.18 	38.36 	24.68 	24.06 	26.17 	26.96 	24.15 	24.2 	32.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,04195000,HU	30.78 	38.97 	23.88 	29.33 	34.05 	24.14 	29.49 	29.22 	20.96 	25.89 	25.87 	27.61 	29.74 	22.64 	22.94 	17.48 	32.02 	23.05 	11.39 	9.65 
EUR,04195000,IE	48.00 	38.00 	40.00 	40.00 	45.00 	40 	45 	45 	30.00 	30.00 	45.61 	51.19 	48.69 	42.70 	38.01 	32.26 	35.38 	40.02 	37.48 	28.95 
EUR,04195000,LT	32.44 	29.03 	18.96 	22.82 	24.43 	18.81 	22.61 	21.93 	24.42 	21.41 	20.67 	23.36 	22.83 	21.04 	14.95 	11.23 	16.87 	16.01 	13.34 	13.96 
EUR,04195000,LU	: c	: c	: c	: c	: c	: c	100 	173 	173 	170 	161.5 	149.00 	149.00 	183.00 	172.50 	150.00 	150.00 	31.00 	62.00 	62.00 
EUR,04195000,LV	26.10 	25.17 	19.25 	21.74 	16.50 	11.22 	13.19 	17.31 	19.92 	16.58 	16.51 	18.6 	11.53 	12.38 	11.58 	10.88 	16.11 	14.30 	16.34 	13.04 
EUR,04195000,MT	49.67 	40.96 	41.84 	34.06 	40.64 	40.65 	37.83 	40.14 	35.61 	30.64 	42.54 	38.95 	31.55 	37.29 	35.51 	34.77 	44.59 	53.80 	45.60 	42.67 
EUR,04195000,NL	20.18 	21.94 	7.44 	14.46 	18.83 	12.1 	15.15 	13.65 	9.40 	13.45 	17.40 	13.20 	9.65 	14.75 	7.75 	4.75 	13.50 	13.35 	13.70 	12.60 
EUR,04195000,PL	12.42 p	12.70 	8.40 	8.90 p	13.85 	8.01 	9.21 	8.72 	8.86 	8.76 	7.21 	9.24 	7.71 	8.48 	6.82 	5.31 	6.15 	7.47 	6.69 	5.73 
EUR,04195000,PT	25.31 	30.26 	19.00 	21.91 	27.73 	20.45 	30.51 	28.56 	24.91 	21.99 	28.56 	23.36 	20.42 	23.71 	20.36 	21.55 	23.90 	19.44 	23.48 	14.85 
EUR,04195000,RO	72.70 	65.75 	47.71 	52.56 	59.39 	47.71 	52.05 	53.6 	54.73 	53.42 	53.30 	61.18 	60.31 	55.02 	42.53 	37.56 	46.62 	45.06 	31.22 	42.42 
EUR,04195000,SE	39.85 	44.99 	33.35 	35.66 	38.25 	33.51 	38.14 	31.48 	31.23 	29.99 	25.05 	30.37 	30.82 	29.78 	26.16 	25.03 	20.60 	19.49 	19.11 	17.31 
EUR,04195000,SI	51.84 	: c	: c	44.36 	47.11 	38.18 	43.8 	49.39 	46.89 	48.92 	24.49 	42.93 	38.73 	33.66 	27.74 	30.04 	35.77 	38.07 	34.62 	15.18 
EUR,04195000,SK	37.27 	34.35 	39.89 	39.56 	43.16 	38.51 	39.56 	33.64 	33.02 	31.00 	28.71 	16.41 	14.92 	10.37 	9.07 	10.69 	13.38 	10.87 	10.88 	12.79 
EUR,04195000,UK	51.04 	109.71 	39.32 	47.41 	50.26 	35.6 	47.49 	50.22 	40.18 	38.43 	42.06 	45.10 	49.92 	42.91 	39.84 	33.54 	35.64 	36.83 	44.54 	28.68 
EUR,04196000,AT	: 	25.23 	14.05 	22.73 	19.76 	19.2 	23.61 	13.18 	18.59 	31.15 	11.75 	10.36 	23.24 	15.71 	7.47 	13.31 	16.07 	15.72 	14.32 	10.46 
EUR,04196000,BE	25.37 	15.56 	13.83 	13.09 	17.19 	20.61 	34.57 	22.41 	20.94 	26.23 	24.78 	36.20 	40.20 	40.36 	15.23 	: 	20.53 	25.00 	19.00 	12.32 
EUR,04196000,BG	19.32 	24.33 	21.17 	23.24 	22.43 	23.38 	24.74 	19.86 	26.51 	29.53 	24.54 	20.08 	28.24 	20.98 	10.10 	20.31 	19.56 	12.93 	18.24 	22.76 
EUR,04196000,CY	37.98 	29.97 	25.60 	22.70 	21.30 	26.40 	33.00 	40.80 	41.00 	34.00 	35 	29 	34.17 	32.46 	25.63 	: 	: 	: 	: 	: 
EUR,04196000,CZ	43.71 	29.91 	21.46 	28.85 	24.16 	21.39 	24.98 	19.17 	21.20 	25.00 	16.36 	21.27 	27.69 	24.03 	14.69 	17.79 	19.28 	19.24 	17.88 	14.32 
EUR,04196000,DE	34.89 	23.28 	13.90 	21.06 	18.56 	18.46 	23.98 	14.10 	21.70 	26.89 	14.21 	15.96 	22.55 	20.06 	11.27 	13.68 	18.51 	16.91 	18.39 	10.41 
EUR,04196000,DK	47.60 	26.00 	24.30 	25.60 	20.51 	23.99 	24.14 	21.90 	26.98 	32.23 	21.62 	20.25 	31.14 	23.06 	15.97 	23.39 	24.09 	30.28 	25.90 	15.83 
EUR,04196000,EL	46.66 	40.67 	31.81 	40.03 	54.02 	41.67 	46.62 	37.57 	50.07 	48.96 	44.20 	40.95 	48.98 	45.93 	31.09 	40.81 	38.23 	34.72 	31.58 	32.65 
